order_id,created_at,customer_id,region,category,quantity,unit_price,discount_pct,amount,entered_by,status
ORD-000677,2026-03-05 21:40:36,1014.0,north,A,22,12.48,0.5,273.24,op1,paid
ORD-000678,2026-03-05 21:58:10,1029.0,central,B,34,48.96,0.3,1659.68,op3,closed
ORD-000679,2026-03-05 22:10:01,1012.0,north,B,19,46.55,8.3,810.96,op6,paid
ORD-000680,2026-03-05 22:11:07,1036.0,north,A,28,12.02,8.3,308.66,op6,shipped
ORD-000681,2026-03-05 22:24:51,1011.0,west,C,24,3.3,7.0,73.67,op3,paid
ORD-000682,2026-03-05 22:26:08,1010.0,north,A,34,12.7,4.6,411.87,op6,paid
ORD-000683,2026-03-05 22:35:36,1017.0,east,B,1,49.11,7.9,45.23,op1,paid
ORD-000684,2026-03-05 22:38:52,1005.0,south,B,29,47.58,4.8,1313.5,op3,new
ORD-000685,2026-03-05 22:45:57,1024.0,north,B,27,45.98,3.1,1202.87,op3,closed
ORD-000686,2026-03-05 22:47:44,1029.0,central,B,25,49.86,6.9,1160.58,op5,shipped
ORD-000687,2026-03-05 22:51:06,1032.0,south,A,3,12.96,1.6,38.24,op2,shipped
ORD-000688,2026-03-05 23:03:22,1006.0,south,C,35,3.14,6.0,103.33,op6,paid
ORD-000689,2026-03-05 23:10:25,1002.0,west,A,15,12.65,4.2,181.73,op4,new
ORD-000690,2026-03-05 23:30:18,1006.0,south,C,26,3.3,5.3,81.31,op6,closed
ORD-000691,2026-03-05 23:33:19,1030.0,central,A,35,13.42,10.4,420.85,op5,new
ORD-000692,2026-03-05 23:40:07,1034.0,west,C,33,3.31,0.8,108.47,op3,new
ORD-000693,2026-03-05 23:41:23,1004.0,south,B,37,48.77,6.0,1696.38,op5,new
ORD-000694,2026-03-05 23:46:00,1016.0,central,B,27,47.68,8.6,1176.53,op1,new
ORD-000695,2026-03-06 00:06:10,1020.0,south,B,24,47.33,7.6,1049.69,op5,closed
ORD-000696,2026-03-06 00:25:31,1019.0,north,B,18,47.9,6.2,808.8,op5,new
ORD-000697,2026-03-06 00:26:06,1029.0,central,B,34,47.04,2.3,1562.68,op1,closed
ORD-000698,2026-03-06 00:33:55,1024.0,south,B,12,48.9,9.1,533.44,op4,closed
ORD-000699,2026-03-06 01:00:19,1006.0,south,B,12,48.2,3.8,556.43,op6,closed
ORD-000700,2026-03-06 01:10:18,1034.0,west,C,13,3.18,10.9,36.81,op4,closed
ORD-000701,2026-03-06 01:26:20,1023.0,west,A,34,12.12,5.0,391.62,op6,shipped
ORD-000702,2026-03-06 01:26:53,1015.0,central,C,33,3.21,8.0,97.49,op5,paid
ORD-000703,2026-03-06 01:32:41,1033.0,east,B,35,47.53,7.7,1535.43,op1,closed
ORD-000704,2026-03-06 01:59:38,1037.0,west,C,11,3.24,3.5,34.37,op4,shipped
ORD-000705,2026-03-06 02:02:42,1034.0,north,C,26,3.11,4.8,76.99,op6,new
ORD-000706,2026-03-06 02:04:02,1020.0,south,A,12,12.76,8.4,140.21,op4,shipped
ORD-000707,2026-03-06 02:11:04,1012.0,central,D,8,119.63,3.8,920.64,op6,shipped
ORD-000708,2026-03-06 02:15:37,1021.0,central,C,39,3.38,7.5,122.08,op4,new
ORD-000709,2026-03-06 02:17:42,1009.0,west,B,9,46.93,4.3,404.18,op6,new
ORD-000710,2026-03-06 02:21:23,1019.0,west,A,27,13.24,6.9,332.82,op6,shipped
ORD-000711,2026-03-06 02:34:18,1027.0,east,C,23,3.48,5.5,75.62,op5,new
ORD-000712,2026-03-06 03:03:11,1015.0,north,B,14,48.0,5.8,633.02,op1,closed
ORD-000713,2026-03-06 03:03:38,1027.0,south,A,24,13.27,8.9,290.24,op1,closed
ORD-000714,2026-03-06 03:08:46,1024.0,east,B,28,49.69,2.4,1357.95,op1,paid
ORD-000715,2026-03-06 03:13:42,1013.0,west,A,37,12.07,2.1,437.03,op6,new
ORD-000716,2026-03-06 03:21:59,1009.0,north,B,18,47.27,0.0,850.95,op2,shipped
ORD-000717,2026-03-06 03:35:14,1000.0,east,A,37,12.9,14.1,410.02,op4,closed
ORD-000718,2026-03-06 03:41:08,1003.0,east,A,3,12.64,3.7,36.51,op2,closed
ORD-000719,2026-03-06 04:00:03,1034.0,east,A,30,12.85,8.4,353.18,op4,new
ORD-000720,2026-03-06 04:01:40,1017.0,east,A,36,12.69,4.0,438.47,op1,paid
ORD-000721,2026-03-06 04:15:57,1020.0,north,B,11,50.2,3.5,532.9,op4,new
ORD-000722,2026-03-06 04:40:44,1032.0,east,B,3,47.77,2.6,139.58,op2,shipped
ORD-000723,2026-03-06 05:02:53,1015.0,south,B,35,46.6,11.2,1448.31,op4,shipped
ORD-000724,2026-03-06 05:04:37,1027.0,central,A,37,12.28,2.6,442.57,op3,closed
ORD-000725,2026-03-06 05:16:08,1001.0,central,A,36,12.52,2.0,441.67,op5,new
ORD-000726,2026-03-06 05:21:36,1011.0,south,A,17,12.19,6.2,194.41,op4,new
ORD-000727,2026-03-06 05:22:30,1032.0,north,C,6,3.2,6.8,17.92,op6,closed
ORD-000728,2026-03-06 05:33:07,1005.0,west,D,22,119.52,6.1,2469.0,op3,new
ORD-000729,2026-03-06 05:33:36,1036.0,north,D,27,119.15,2.0,3152.62,op2,closed
ORD-000730,2026-03-06 05:35:36,1011.0,north,A,19,12.51,5.3,225.12,op5,shipped
ORD-000731,2026-03-06 05:38:05,1038.0,east,A,16,12.38,7.5,183.26,op4,paid
ORD-000732,2026-03-06 05:55:43,1011.0,north,A,19,12.9,2.9,237.92,op2,paid
ORD-000733,2026-03-06 06:07:01,1035.0,north,B,30,48.25,9.8,1305.58,op5,closed
ORD-000734,2026-03-06 06:18:36,1003.0,central,A,33,12.81,3.5,408.06,op2,paid
ORD-000735,2026-03-06 06:59:11,1036.0,north,A,10,11.99,6.4,112.23,op3,shipped
ORD-000736,2026-03-06 07:00:18,1017.0,north,C,14,3.21,5.6,42.42,op1,new
ORD-000737,2026-03-06 07:07:36,1037.0,north,D,35,118.55,4.1,3979.21,op6,shipped
ORD-000738,2026-03-06 07:08:39,1024.0,west,B,39,45.31,8.1,1623.87,op2,paid
ORD-000739,2026-03-06 07:24:40,1032.0,north,C,38,3.4,0.8,128.22,op5,closed
ORD-000740,2026-03-06 07:25:40,1019.0,central,C,23,3.08,4.8,67.46,op6,closed
ORD-000741,2026-03-06 07:27:48,1028.0,west,C,21,3.29,1.4,68.02,op3,paid
ORD-000742,2026-03-06 07:33:30,1000.0,east,B,33,49.18,6.3,1520.63,op2,closed
ORD-000743,2026-03-06 07:44:09,1012.0,south,D,25,124.39,0.0,3109.8,op2,paid
ORD-000744,2026-03-06 07:49:44,1005.0,north,A,7,12.36,7.0,80.48,op5,new
ORD-000745,2026-03-06 07:55:46,1010.0,central,A,39,11.57,3.1,437.36,op3,closed
ORD-000746,2026-03-06 08:11:32,1017.0,north,B,8,49.01,7.8,361.47,op3,new
ORD-000747,2026-03-06 08:15:02,1005.0,west,A,6,12.49,3.8,72.09,op3,shipped
ORD-000748,2026-03-06 08:25:10,1021.0,north,C,13,3.27,9.8,38.34,op5,new
ORD-000749,2026-03-06 08:28:31,1025.0,east,C,35,3.19,4.3,106.93,op1,paid
ORD-000750,2026-03-06 08:31:15,1016.0,south,C,35,3.33,4.0,111.91,op2,closed
ORD-000751,2026-03-06 08:37:21,1007.0,central,C,6,3.26,3.2,18.92,op1,paid
ORD-000752,2026-03-06 08:41:17,1014.0,west,B,16,47.61,3.7,733.62,op3,shipped
ORD-000753,2026-03-06 08:43:40,1032.0,north,A,10,13.43,0.6,133.47,op3,shipped
ORD-000754,2026-03-06 08:44:13,1029.0,east,A,32,12.31,5.5,372.22,op1,closed
ORD-000755,2026-03-06 09:21:22,1039.0,south,A,11,11.72,0.0,128.87,op2,shipped
ORD-000756,2026-03-06 09:29:54,1020.0,north,A,27,12.58,4.6,323.93,op4,shipped
ORD-000757,2026-03-06 09:37:35,1007.0,east,B,34,48.81,3.4,1603.17,op4,new
ORD-000758,2026-03-06 09:38:13,1033.0,south,B,8,48.94,3.9,376.27,op1,new
ORD-000759,2026-03-06 10:09:37,1004.0,east,C,36,3.16,2.4,110.93,op3,new
ORD-000760,2026-03-06 10:12:27,1039.0,central,A,20,12.53,4.0,240.53,op3,shipped
ORD-000761,2026-03-06 10:19:46,1023.0,central,D,38,117.31,4.5,4257.05,op5,new
ORD-000762,2026-03-06 10:26:59,1019.0,west,B,6,47.53,5.4,269.79,op1,new
ORD-000763,2026-03-06 10:52:03,1028.0,west,A,27,12.78,9.3,313.0,op5,new
ORD-000764,2026-03-06 10:57:22,1025.0,east,D,20,118.45,3.9,2276.7,op5,shipped
ORD-000765,2026-03-06 11:28:44,1004.0,east,B,3,49.16,7.1,137.0,op4,paid
ORD-000766,2026-03-06 11:34:18,1033.0,north,B,7,47.77,7.6,309.01,op5,shipped
ORD-000767,2026-03-06 11:53:38,1024.0,east,B,4,48.25,7.4,178.73,op3,closed
ORD-000768,2026-03-06 11:56:10,1029.0,north,A,27,12.41,4.3,320.73,op6,closed
ORD-000769,2026-03-06 12:08:34,1038.0,south,B,32,49.77,11.0,1417.34,op2,paid
ORD-000770,2026-03-06 12:21:27,1005.0,south,C,18,3.22,0.6,57.6,op5,shipped
ORD-000771,2026-03-06 12:26:49,1021.0,south,B,32,47.0,3.2,1455.87,op1,paid
ORD-000772,2026-03-06 12:33:48,1014.0,east,A,24,12.58,5.9,284.07,op1,new
ORD-000773,2026-03-06 12:34:10,1014.0,central,B,38,49.82,3.0,1836.21,op5,closed
ORD-000774,2026-03-06 12:52:57,1020.0,east,C,18,3.23,5.4,55.06,op5,shipped
ORD-000775,2026-03-06 13:02:06,1036.0,west,D,4,116.51,6.9,433.9,op6,shipped
ORD-000776,2026-03-06 13:07:12,1010.0,north,A,23,12.25,4.8,268.19,op2,shipped
ORD-000777,2026-03-06 13:11:21,1003.0,south,B,7,46.63,4.0,313.38,op4,paid
ORD-000778,2026-03-06 13:31:25,1018.0,west,A,17,13.04,6.4,207.42,op2,paid
ORD-000779,2026-03-06 13:33:31,1035.0,north,A,3,12.6,3.9,36.31,op1,paid
ORD-000780,2026-03-06 13:37:00,1038.0,west,A,12,12.85,3.3,149.14,op2,new
ORD-000781,2026-03-06 13:39:43,1024.0,north,A,14,12.83,0.0,179.67,op4,paid
ORD-000782,2026-03-06 13:44:05,1029.0,east,A,38,12.4,6.9,438.82,op3,closed
ORD-000783,2026-03-06 13:46:14,1022.0,north,C,2,3.31,10.0,5.96,op2,closed
ORD-000784,2026-03-06 13:47:57,1015.0,west,A,21,12.48,1.9,257.13,op2,closed
ORD-000785,2026-03-06 14:10:04,1013.0,east,A,13,12.64,3.1,159.27,op5,closed
ORD-000786,2026-03-06 14:21:44,1016.0,south,A,6,11.77,8.8,64.4,op1,closed
ORD-000787,2026-03-06 14:22:41,1026.0,north,B,14,47.93,1.2,663.01,op6,new
ORD-000788,2026-03-06 15:00:20,1034.0,east,B,14,47.47,2.0,651.35,op4,shipped
ORD-000789,2026-03-06 15:13:51,1030.0,east,B,26,46.96,6.4,1142.83,op4,new
ORD-000790,2026-03-06 15:35:23,1009.0,central,B,31,48.35,5.0,1423.77,op4,closed
ORD-000791,2026-03-06 15:44:06,1006.0,central,B,30,46.23,6.8,1292.57,op2,closed
ORD-000792,2026-03-06 15:48:47,1028.0,north,B,22,47.66,0.7,1041.09,op5,closed
ORD-000793,2026-03-06 15:52:42,1009.0,central,A,22,11.56,7.2,235.93,op2,new
ORD-000794,2026-03-06 15:59:05,1028.0,central,A,19,12.42,2.9,229.18,op3,paid
ORD-000795,2026-03-06 16:05:58,1008.0,central,A,23,12.25,8.3,258.26,op5,new
ORD-000796,2026-03-06 16:11:05,1008.0,north,C,23,3.37,7.4,71.7,op3,new
ORD-000797,2026-03-06 16:24:46,1002.0,north,A,18,12.57,3.4,218.62,op6,shipped
ORD-000798,2026-03-06 16:33:13,1014.0,north,C,29,3.26,8.3,86.63,op6,new
ORD-000799,2026-03-06 16:35:32,1023.0,east,A,9,11.41,4.3,98.27,op6,paid
ORD-000800,2026-03-06 16:39:10,1019.0,east,C,39,3.16,1.9,120.84,op6,shipped
ORD-000801,2026-03-06 16:40:52,1035.0,west,C,38,3.09,3.7,113.02,op6,closed
ORD-000802,2026-03-06 16:47:19,1013.0,east,A,6,12.99,0.9,77.24,op1,paid
ORD-000803,2026-03-06 17:15:00,1033.0,north,A,13,12.86,4.2,160.15,op3,paid
ORD-000804,2026-03-06 17:24:25,1036.0,south,A,37,12.54,2.0,454.83,op5,paid
ORD-000805,2026-03-06 17:27:18,1023.0,central,B,2,48.23,8.4,88.35,op5,closed
ORD-000806,2026-03-06 17:30:46,1023.0,west,D,19,120.35,1.8,2245.43,op6,shipped
ORD-000807,2026-03-06 17:33:57,1011.0,south,B,27,47.91,8.7,1180.97,op3,closed
ORD-000808,2026-03-06 17:34:12,1004.0,south,A,25,12.74,7.2,295.53,op4,closed
ORD-000809,2026-03-06 17:54:13,1017.0,west,D,25,122.08,0.0,3051.99,op2,closed
ORD-000810,2026-03-06 18:14:29,1016.0,south,B,17,47.77,4.5,775.49,op5,paid
ORD-000811,2026-03-06 18:19:56,1036.0,east,C,17,3.13,4.2,50.97,op2,paid
ORD-000812,2026-03-06 18:22:43,1004.0,south,C,18,3.35,3.1,58.49,op5,closed
ORD-000813,2026-03-06 18:25:28,1024.0,central,D,9,118.43,4.4,1018.97,op3,new
ORD-000814,2026-03-06 18:34:00,1018.0,north,C,16,3.13,11.0,44.57,op6,paid
ORD-000815,2026-03-06 18:37:30,1014.0,north,A,32,13.36,4.5,408.43,op5,paid
ORD-000816,2026-03-06 18:52:09,1029.0,east,C,30,3.21,1.4,94.95,op6,paid
ORD-000817,2026-03-06 19:04:47,1006.0,south,B,24,47.78,2.2,1121.6,op5,closed
ORD-000818,2026-03-06 19:21:41,1016.0,west,B,19,46.06,3.4,845.41,op6,shipped
ORD-000819,2026-03-06 19:34:08,1039.0,east,C,16,3.1,11.7,43.81,op6,paid
ORD-000820,2026-03-06 19:38:52,1026.0,east,A,31,13.02,3.4,389.8,op5,closed
ORD-000821,2026-03-06 19:40:41,1031.0,west,B,17,47.56,9.3,733.29,op2,new
ORD-000822,2026-03-06 19:40:50,1011.0,east,C,5,3.31,0.6,16.46,op3,paid
ORD-000823,2026-03-06 19:56:29,1034.0,north,B,22,46.49,3.5,986.91,op2,paid
ORD-000824,2026-03-06 20:03:38,1006.0,west,A,2,12.82,3.7,24.69,op1,shipped
ORD-000825,2026-03-06 20:29:34,1023.0,west,A,36,12.57,3.6,436.24,op5,paid
ORD-000826,2026-03-06 20:46:24,1012.0,south,A,10,12.36,5.7,116.59,op3,new
ORD-000827,2026-03-06 21:15:19,1014.0,east,A,11,11.86,6.2,122.34,op2,closed
ORD-000828,2026-03-06 21:35:33,1032.0,central,D,10,125.02,4.4,1195.22,op2,paid
ORD-000829,2026-03-06 21:36:01,1027.0,east,B,13,48.29,0.9,622.13,op5,new
ORD-000830,2026-03-06 21:37:49,1006.0,east,A,10,12.52,5.5,118.29,op2,shipped
ORD-000831,2026-03-06 21:43:02,1024.0,north,C,25,3.29,4.8,78.35,op1,paid
ORD-000832,2026-03-06 21:52:01,1018.0,north,B,18,46.67,6.9,782.11,op2,shipped
ORD-000833,2026-03-06 22:11:48,1005.0,east,A,29,13.06,2.2,370.47,op1,paid
ORD-000834,2026-03-06 22:14:54,1027.0,central,B,27,49.29,8.7,1215.05,op1,closed
ORD-000835,2026-03-06 22:14:54,1010.0,north,A,17,12.74,5.9,203.88,op2,paid
ORD-000836,2026-03-06 22:33:30,1021.0,west,B,36,49.01,1.2,1743.1,op3,paid
ORD-000837,2026-03-06 22:40:08,1034.0,north,B,19,47.19,7.3,831.21,op4,shipped
ORD-000838,2026-03-06 22:41:45,1007.0,east,A,39,12.48,1.9,477.34,op5,shipped
ORD-000839,2026-03-06 22:54:52,1030.0,south,B,24,48.79,2.8,1138.17,op6,closed
ORD-000840,2026-03-06 22:56:46,1020.0,north,A,26,12.35,4.0,308.25,op3,closed
ORD-000841,2026-03-06 23:00:08,1036.0,north,A,39,13.05,5.8,479.36,op6,shipped
ORD-000842,2026-03-06 23:03:35,1036.0,central,C,36,3.29,11.8,104.44,op5,paid
ORD-000843,2026-03-06 23:14:30,1013.0,central,B,5,50.16,4.2,240.28,op4,new
ORD-000844,2026-03-06 23:23:09,1016.0,south,C,21,3.07,6.5,60.22,op5,closed
ORD-000845,2026-03-06 23:35:42,1025.0,central,B,7,50.38,6.3,330.43,op3,paid
ORD-000846,2026-03-06 23:54:11,1005.0,south,B,30,47.46,4.2,1363.9,op5,paid
ORD-000847,2026-03-07 00:03:54,1032.0,south,B,6,47.06,0.4,281.23,op5,shipped
ORD-000848,2026-03-07 00:08:52,1023.0,west,A,35,12.43,5.0,413.39,op1,new
ORD-000849,2026-03-07 00:18:39,1001.0,south,A,12,13.07,0.0,156.86,op2,closed
ORD-000850,2026-03-07 00:37:52,1021.0,central,D,27,122.05,6.0,3097.63,op3,new
ORD-000851,2026-03-07 00:41:42,1016.0,south,B,11,48.74,0.6,532.89,op2,new
ORD-000852,2026-03-07 00:48:21,1033.0,central,A,16,12.93,5.8,194.87,op5,paid
ORD-000853,2026-03-07 01:17:36,1009.0,west,B,7,49.71,8.0,320.15,op4,paid
ORD-000854,2026-03-07 01:41:32,1028.0,south,D,32,124.54,2.7,3877.55,op5,closed
ORD-000855,2026-03-07 01:47:50,1008.0,east,C,35,3.3,6.7,107.79,op2,shipped
ORD-000856,2026-03-07 01:56:40,1029.0,central,B,31,48.6,8.4,1380.1,op5,new
ORD-000857,2026-03-07 02:00:05,1030.0,north,B,15,48.9,1.7,721.06,op6,new
ORD-000858,2026-03-07 02:06:19,1022.0,central,B,39,46.21,0.0,1802.03,op6,shipped
ORD-000859,2026-03-07 02:38:22,1014.0,north,A,13,12.48,3.1,157.25,op1,new
ORD-000860,2026-03-07 02:53:56,1016.0,south,B,32,45.0,5.8,1356.36,op1,shipped
ORD-000861,2026-03-07 02:56:34,1031.0,north,C,19,3.2,1.8,59.72,op5,new
ORD-000862,2026-03-07 03:23:18,1027.0,central,A,23,12.58,4.9,275.07,op3,paid
ORD-000863,2026-03-07 03:32:13,1021.0,west,A,20,12.25,5.6,231.37,op6,paid
ORD-000864,2026-03-07 03:36:39,1036.0,south,B,9,47.39,7.1,396.23,op3,paid
ORD-000865,2026-03-07 04:20:31,1022.0,north,C,9,3.31,8.4,27.29,op2,paid
ORD-000866,2026-03-07 04:23:46,1006.0,central,C,1,3.18,6.1,2.98,op2,paid
ORD-000867,2026-03-07 04:24:28,1017.0,west,D,14,120.39,2.4,1645.0,op6,closed
ORD-000868,2026-03-07 04:24:33,1039.0,east,D,10,127.14,4.0,1220.56,op2,shipped
ORD-000869,2026-03-07 04:31:46,1021.0,west,A,7,12.65,0.1,88.49,op2,closed
ORD-000870,2026-03-07 05:02:12,1029.0,south,B,28,49.44,6.9,1288.87,op1,shipped
ORD-000871,2026-03-07 05:21:02,1015.0,east,B,38,48.77,11.1,1647.42,op6,shipped
ORD-000872,2026-03-07 05:22:16,1035.0,east,B,6,48.93,0.9,290.94,op2,shipped
ORD-000873,2026-03-07 05:51:23,1014.0,east,A,21,12.95,6.5,254.33,op1,paid
ORD-000874,2026-03-07 06:07:22,1019.0,north,A,28,12.45,7.1,323.79,op1,new
ORD-000875,2026-03-07 06:18:26,1029.0,west,A,37,12.81,13.9,408.02,op3,paid
ORD-000876,2026-03-07 06:29:05,1005.0,central,B,11,47.41,11.1,463.64,op5,shipped
ORD-000877,2026-03-07 06:31:40,1005.0,central,A,8,12.37,3.8,95.22,op6,paid
ORD-000878,2026-03-07 06:38:55,1008.0,north,A,7,12.76,8.0,82.14,op6,shipped
ORD-000879,2026-03-07 06:38:58,1010.0,central,A,14,12.29,7.3,159.56,op2,paid
ORD-000880,2026-03-07 06:39:18,1023.0,south,B,34,44.34,0.0,1507.64,op3,closed
ORD-000881,2026-03-07 06:56:06,1016.0,north,A,37,12.43,5.5,434.75,op4,shipped
ORD-000882,2026-03-07 06:56:23,1007.0,west,A,5,13.0,4.2,62.26,op2,paid
ORD-000883,2026-03-07 07:12:11,1005.0,south,D,14,116.58,10.0,1468.85,op6,new
ORD-000884,2026-03-07 07:18:11,1036.0,west,A,34,12.74,4.3,414.37,op3,paid
ORD-000885,2026-03-07 07:29:09,1005.0,west,A,24,12.38,6.4,278.04,op1,new
ORD-000886,2026-03-07 07:31:22,1010.0,central,A,24,11.95,9.4,259.84,op3,shipped
ORD-000887,2026-03-07 07:34:32,1037.0,east,B,29,47.59,8.1,1268.32,op2,shipped
ORD-000888,2026-03-07 07:35:36,1026.0,west,A,11,11.66,1.3,126.58,op2,paid
ORD-000889,2026-03-07 07:44:28,1034.0,west,B,6,49.74,4.9,283.8,op2,paid
ORD-000890,2026-03-07 08:27:30,1024.0,central,A,10,12.36,6.1,116.09,op6,paid
ORD-000891,2026-03-07 08:39:04,1011.0,east,B,23,48.56,6.6,1043.2,op3,shipped
ORD-000892,2026-03-07 09:01:40,1011.0,east,A,23,12.5,4.3,275.19,op6,paid
ORD-000893,2026-03-07 09:03:45,1007.0,north,A,16,11.95,7.9,176.12,op3,shipped
ORD-000894,2026-03-07 09:09:08,1007.0,north,D,11,118.61,2.8,1268.13,op6,shipped
ORD-000895,2026-03-07 09:10:44,1009.0,east,C,31,3.31,3.7,98.89,op2,closed
ORD-000896,2026-03-07 09:20:35,1001.0,central,B,24,49.16,9.4,1068.88,op2,shipped
ORD-000897,2026-03-07 09:34:28,1039.0,south,A,29,12.36,4.2,343.41,op2,closed
ORD-000898,2026-03-07 09:37:36,1015.0,south,B,25,46.96,0.8,1164.73,op5,paid
ORD-000899,2026-03-07 09:46:49,1027.0,south,B,14,47.89,9.3,608.06,op4,new
ORD-000900,2026-03-07 09:48:12,1035.0,west,B,2,46.14,1.1,91.27,op5,shipped
ORD-000901,2026-03-07 09:52:42,1021.0,east,D,36,120.88,7.5,4225.37,op6,new
ORD-000902,2026-03-07 09:53:29,1021.0,east,A,11,11.89,7.5,123.2,op6,closed
ORD-000903,2026-03-07 10:00:54,1036.0,south,D,31,117.3,7.5,3367.1,op5,closed
ORD-000904,2026-03-07 10:24:32,1014.0,north,B,29,49.19,7.5,1322.3,op2,new
ORD-000905,2026-03-07 10:34:24,1038.0,east,D,30,119.95,7.5,3310.67,op5,shipped
ORD-000906,2026-03-07 10:35:31,1026.0,east,D,6,117.62,7.5,653.51,op2,new
ORD-000907,2026-03-07 10:36:11,1015.0,south,B,5,48.19,7.5,224.56,op3,paid
ORD-000908,2026-03-07 10:47:19,1027.0,south,B,30,47.6,7.5,1353.85,op3,paid
ORD-000909,2026-03-07 11:06:00,1037.0,south,C,7,3.22,7.5,21.61,op5,shipped
ORD-000910,2026-03-07 11:08:35,1029.0,south,C,31,3.3,7.5,98.87,op1,closed
ORD-000911,2026-03-07 11:10:23,1010.0,west,A,9,12.46,7.5,98.78,op4,paid
ORD-000912,2026-03-07 11:11:32,1024.0,east,B,32,45.56,7.5,1344.33,op6,new
ORD-000913,2026-03-07 11:24:40,1034.0,west,A,15,12.65,7.5,178.59,op6,closed
ORD-000914,2026-03-07 11:32:33,1034.0,west,C,35,3.12,7.5,99.9,op4,shipped
ORD-000915,2026-03-07 11:33:29,1000.0,south,A,5,12.92,7.5,60.28,op4,new
ORD-000916,2026-03-07 11:44:29,1013.0,west,A,15,12.86,7.5,179.58,op2,paid
ORD-000917,2026-03-07 11:46:00,1002.0,south,A,8,12.49,7.5,94.13,op2,paid
ORD-000918,2026-03-07 12:13:07,1008.0,west,C,37,3.24,7.5,111.7,op4,closed
ORD-000919,2026-03-07 12:15:35,1036.0,south,A,38,11.96,7.5,428.4,op5,paid
ORD-000920,2026-03-07 12:21:43,1017.0,east,B,2,45.51,7.5,89.93,op3,closed
ORD-000921,2026-03-07 12:29:09,1002.0,south,C,28,3.17,7.5,83.43,op4,paid
ORD-000922,2026-03-07 12:36:16,1039.0,east,B,3,48.48,7.5,135.25,op4,closed
ORD-000923,2026-03-07 12:36:35,1012.0,north,D,2,124.79,7.5,236.61,op3,shipped
ORD-000924,2026-03-07 12:40:03,1026.0,west,D,24,117.59,7.5,2698.02,op4,paid
ORD-000925,2026-03-07 12:44:27,1029.0,central,B,8,46.68,7.5,351.75,op6,paid
ORD-000926,2026-03-07 12:56:55,1025.0,central,A,3,12.18,7.5,34.72,op2,paid
ORD-000927,2026-03-07 12:59:57,1005.0,west,D,15,117.33,7.5,1728.26,op6,paid
ORD-000928,2026-03-07 13:05:24,1004.0,east,B,21,48.24,7.5,963.42,op4,closed
ORD-000929,2026-03-07 13:13:36,1027.0,east,A,2,11.97,7.5,23.25,op5,shipped
ORD-000930,2026-03-07 13:20:11,1016.0,central,A,13,12.78,7.5,163.96,op3,new
ORD-000931,2026-03-07 13:31:07,1002.0,south,B,1,46.12,7.5,43.22,op6,paid
ORD-000932,2026-03-07 13:35:09,1025.0,north,A,27,13.33,7.5,338.78,op4,new
ORD-000933,2026-03-07 13:56:46,1031.0,east,B,27,47.81,7.5,1191.39,op1,shipped
ORD-000934,2026-03-07 14:02:28,1012.0,west,A,17,12.53,7.5,203.9,op2,new
ORD-000935,2026-03-07 14:12:30,1028.0,north,A,11,11.89,7.5,122.24,op5,shipped
ORD-000936,2026-03-07 14:23:46,1009.0,west,A,13,12.61,7.5,154.85,op2,closed
ORD-000937,2026-03-07 14:41:37,1033.0,west,C,18,3.02,7.5,50.64,op6,closed
ORD-000938,2026-03-07 14:50:27,1034.0,south,C,26,3.28,7.5,82.96,op5,paid
ORD-000939,2026-03-07 14:59:05,1006.0,east,A,-2,12.26,7.5,22.58,op1,closed
ORD-000940,2026-03-07 15:51:06,1018.0,north,B,38,48.35,7.5,1782.06,op5,closed
ORD-000941,2026-03-07 16:08:45,1031.0,south,A,3,12.69,7.5,38.06,op3,paid
ORD-000942,2026-03-07 16:16:48,1013.0,east,A,10,12.84,7.5,122.14,op2,new
ORD-000943,2026-03-07 16:23:18,1009.0,west,D,27,124.77,7.5,3348.51,op1,shipped
ORD-000944,2026-03-07 16:29:45,1022.0,south,A,3,12.91,7.5,35.65,op2,shipped
ORD-000945,2026-03-07 16:42:13,1032.0,north,B,39,49.05,7.5,1886.2,op1,closed
ORD-000946,2026-03-07 16:46:15,1015.0,west,D,7,117.81,7.5,780.99,op1,paid
ORD-000947,2026-03-07 16:56:49,1009.0,central,B,6,46.38,7.5,278.01,op1,paid
ORD-000948,2026-03-07 17:10:25,1037.0,west,A,36,12.77,7.5,431.34,op5,new
ORD-000949,2026-03-07 17:24:58,1011.0,east,C,25,3.23,7.5,73.26,op5,new
ORD-000950,2026-03-07 17:27:47,1009.0,east,C,29,3.15,7.5,87.71,op5,new
ORD-000951,2026-03-07 17:50:24,1016.0,north,B,4,47.92,7.5,175.19,op5,paid
ORD-000952,2026-03-07 18:20:45,1029.0,north,A,1,12.85,7.5,12.25,op3,paid
ORD-000953,2026-03-07 18:42:10,1033.0,north,C,26,3.29,7.5,83.97,op4,shipped
ORD-000954,2026-03-07 18:44:08,1014.0,west,A,-9,12.28,7.5,105.85,op3,new
ORD-000955,2026-03-07 19:51:02,1031.0,south,A,25,12.01,7.5,292.52,op3,shipped
ORD-000956,2026-03-07 19:54:11,1009.0,north,A,30,11.79,7.5,329.31,op1,shipped
ORD-000957,2026-03-07 19:55:49,1008.0,east,D,14,118.35,7.5,1545.92,op6,new
ORD-000958,2026-03-07 19:59:25,1011.0,west,A,6,12.38,7.5,66.79,op2,new
ORD-000959,2026-03-07 20:09:23,1005.0,central,A,20,12.01,7.5,233.7,op2,new
