Campaign,Time,Operating mode,State,Cooler current [A],Header pressure [bar],Feed speed [rpm],Outlet valve position [%],Line 2 density [kg/m3],Mixer density [kg/m3],Mixer analyser [mg/l],Cooler speed [rpm],Tank density [kg/m3],Pump current [A],Total speed [rpm],Tank counter [pcs],Mixer speed [rpm],Mixer valve position [%],Reactor temperature [°C]
2,1782159217,boost,normal,7405.51,1.58899,-307.363,59.7,159.424,47.0838,7.36887,-0.159957,14.0304,-0.145548,103.219,107.5,17.0834,74.1,117.273
2,1782159240,boost,normal,7360.11,1.59754,-332.376,59.7,146.906,46.6238,7.36887,-0.157236,14.2087,-0.12637,101.04,105,16.3558,74.1,115.249
2,1782159258,boost,normal,7618.54,1.57969,-349.827,59.7,156.24,46.5475,7.36887,-0.162349,14.2694,-0.1326,101.978,105,16.5544,74.1,116.232
2,1782159280,boost,normal,7785.51,1.54544,-293.158,59.7,162.022,45.5674,7.36887,-0.0808851,14.0986,-0.117996,96.0182,107.5,16.7847,74.1,110.107
2,1782159301,boost,normal,7707.65,1.56178,-223.165,59.7,162.855,45.477,7.36887,-0.116985,13.7015,-0.118976,99.0886,102.5,15.825,74.1,112.786
2,1782159324,boost,normal,7747.13,1.56483,-245.245,59.7,167.089,46.7265,7.36887,-0.0850056,14.0896,-0.105723,96.3013,107.5,15.2535,74.1,110.4
2,1782159344,boost,normal,7755.89,1.59021,-251.245,59.7,165.668,45.9499,7.36887,-0.102721,14.3322,-0.1093,97.0237,107.5,15.382,74.1,111.325
2,1782159364,boost,normal,7732.83,1.57393,-268.187,59.7,157.27,45.4989,7.36887,-0.0459284,14.3975,-0.115573,92.5371,105,15.2726,74.1,106.901
2,1782159385,boost,normal,7798.29,1.56371,-288.494,59.7,166,45.9995,7.36887,-0.07976,14.8449,-0.0881115,94.8881,105,15.4274,74.1,109.746
2,1782159401,boost,normal,7980.6,1.53737,-197.965,59.7,161.847,47.227,5.75324,-0.0831044,14.7331,-0.0735918,94.3104,105,15.1936,74.1,109.017
2,1782159420,boost,normal,7962.54,1.49847,-219.997,59.7,160.81,47.9608,5.75324,-0.129264,15.0183,-0.108129,96.9261,105,14.981,74.1,111.946
2,1782159443,boost,normal,7966.24,1.49072,-179.244,59.7,168.11,46.7595,5.75324,-0.0496315,15.0918,-0.0627337,94.0619,102.5,14.3842,74.1,109.145
2,1782159464,boost,normal,7956.66,1.4779,-109.699,59.7,184.643,47.2684,5.75324,-0.135509,15.1482,-0.0491597,97.2368,105,14.7022,74.1,112.372
2,1782159482,boost,normal,7888.23,1.4906,-201.028,59.7,193.956,46.1791,5.75324,-0.0880924,15.3586,-0.111152,95.3374,105,14.982,74.1,110.708
2,1782159500,boost,normal,7718.73,1.46116,-299.119,59.7,192.125,47.1102,5.75324,-0.0992921,15.2551,-0.144816,96.2321,102.5,15.2118,74.1,111.495
2,1782159519,boost,normal,7866,1.42562,-363.106,59.7,192.391,45.6118,5.75324,-0.165792,15.2003,-0.157695,101.326,107.5,15.5074,74.1,
2,1782159540,boost,normal,7969.26,1.44786,-329.408,59.7,186.665,45.8961,5.75324,-0.10549,15.4358,-0.131008,96.3876,102.5,16.2767,74.1,111.81
2,1782159561,boost,normal,7987.96,1.47027,-338.329,59.7,196.309,45.7585,5.75324,-0.11991,14.9959,-0.132461,98.886,102.5,15.9149,74.1,113.884
2,1782159585,boost,normal,7942.82,1.45599,-278.811,59.7,197.46,45.9211,5.75324,-0.102446,14.8782,-0.0998262,97.2062,107.5,15.7293,74.1,112.096
2,1782159603,boost,normal,8090.12,1.46226,-158.434,59.7,193.208,46.7799,5.75324,-0.053716,14.716,-0.112902,93.4234,105,15.4667,74.1,108.151
2,1782159624,boost,normal,7832.76,1.45445,-39.2063,59.7,193.935,46.7551,6.3556,-0.10028,14.8394,-0.105607,97.1368,105,15.6321,74.1,111.941
2,1782159640,boost,normal,7825.25,1.50706,-157.922,59.7,202.603,46.2846,6.3556,-0.125473,14.6874,-0.0795802,99.1609,110,15.1943,74.1,113.839
2,1782159661,boost,normal,7703.36,1.50115,-271.333,59.7,189.579,48.1091,6.3556,-0.12292,15.1778,-0.100217,96.7104,105,16.1091,74.1,111.869
2,1782159686,boost,normal,7671.17,1.48078,-327.745,59.7,192.112,46.7226,6.3556,-0.0949422,15.5988,-0.096852,96.4254,105,16.1633,74.1,112.014
2,1782159713,boost,normal,7512.39,1.45131,-302.016,59.7,182.764,46.5006,6.3556,-0.158327,15.6257,-0.117267,100.18,102.5,16.5324,74.1,115.818
2,1782159730,boost,normal,7704.82,1.40123,-516.981,59.7,192.583,46.4287,6.3556,-0.0822384,15.6773,-0.118547,95.4757,105,16.3613,74.1,111.157
2,1782159750,boost,normal,7803.92,1.43256,-432.563,59.7,192.11,47.5953,6.3556,-0.0221379,16.1358,-0.109184,88.9394,102.5,17.5307,74.1,105.046
2,1782159765,boost,normal,7817.34,1.36784,-452.288,59.7,198.068,46.2659,6.3556,0.0316114,16.0891,-0.180091,84.9937,105,16.902,74.1,101.088
2,1782159784,boost,normal,7989.12,1.37601,-408.737,59.7,205.445,46.5197,6.3556,0.0150856,15.7071,-0.11654,86.3502,102.5,16.5203,74.1,102.083
2,1782159802,boost,normal,8004.37,1.36311,-354.551,59.7,208.309,47.7318,6.3556,-0.0434995,15.8402,-0.12705,92.2013,105,16.782,74.1,108.059
2,1782159825,boost,normal,8139.65,1.40865,-365.637,59.7,218.769,48.365,6.3556,-0.0532284,15.6824,-0.128965,92.6047,105,16.1011,74.1,108.276
2,1782159842,boost,normal,8170.1,1.38241,-276.639,59.7,221.402,48.6797,5.91788,-0.0735062,16.0106,-0.16652,93.4914,105,16.1881,71.4,109.51
2,1782159865,boost,normal,8309.18,1.4202,-173.699,59.7,221.517,47.7508,5.91788,-0.149703,15.3633,-0.106132,100.561,102.5,15.4622,71.4,115.957
2,1782159887,boost,normal,8195.47,1.38096,-187.664,59.7,215.847,48.4315,5.91788,-0.0865003,15.0695,-0.138855,97.5778,105,15.1047,71.4,112.631
2,1782159911,boost,normal,8250.55,1.40915,-287.625,59.7,226.204,48.7207,5.91788,-0.158513,15.0857,-0.141418,101.761,100,14.3875,71.4,116.846
2,1782159931,boost,normal,8184.01,1.46835,-161.099,59.7,225.783,47.7126,5.91788,-0.119557,15.1488,-0.153483,97.9724,105,14.9543,71.4,113.129
2,1782159952,boost,normal,8133.64,1.43911,-117.139,59.7,226.949,50.2783,5.91788,-0.146167,14.7861,-0.207429,99.803,100,14.9846,71.4,114.587
2,1782159973,boost,normal,8178,1.48814,-144.913,59.7,224.141,48.392,5.91788,-0.148952,15.2238,-0.18611,99.3634,100,14.9885,71.4,114.595
2,1782159991,boost,normal,8069.28,1.46129,-97.0127,59.7,215.598,48.5052,5.91788,-0.155642,15.4175,-0.206101,98.6777,102.5,14.6247,71.4,114.111
2,1782160015,boost,normal,8124.68,1.4368,-197.461,59.7,221.661,49.4183,5.91788,-0.0849433,15.6334,-0.217072,95.2514,102.5,14.3861,71.4,110.896
2,1782160036,boost,normal,8191.66,1.42831,-258.89,59.7,205.99,48.4564,5.91788,-0.138387,16.1375,-0.249062,96.7379,102.5,14.8457,71.4,112.878
2,1782160053,boost,normal,8096.89,1.39911,-286.803,59.7,209.291,48.0357,5.91788,-0.216848,15.6462,-0.244964,103.418,100,14.9638,71.4,119.041
2,1782160070,boost,normal,8107.07,1.37863,-274.499,59.7,214.985,48.6263,6.79313,-0.098462,15.5064,-0.240221,94.9435,102.5,14.5886,71.4,110.436
2,1782160090,boost,normal,8170.97,1.39778,-289.09,59.7,218.171,48.6366,6.79313,-0.0669682,15.5993,-0.236936,92.4679,105,15.2374,71.4,108.081
2,1782160114,boost,normal,8138.39,1.40584,-422.07,59.7,215.062,47.5041,6.79313,-0.0885236,15.4422,-0.227442,94.7724,105,15.4729,71.4,110.203
2,1782160132,boost,normal,7944.92,1.41877,-351.999,59.7,229.574,48.1002,6.79313,-0.038811,15.4973,-0.225973,92.4143,102.5,15.8106,71.4,107.943
2,1782160153,boost,normal,7854.08,1.45201,-447.796,59.7,222.361,48.2089,6.79313,-0.0957309,15.5654,-0.186993,96.9502,102.5,15.4058,71.4,112.497
2,1782160171,boost,normal,7801.65,1.41223,-512.537,59.7,220.432,46.517,6.79313,-0.172326,15.0453,-0.196306,100.978,102.5,16.1123,71.4,116.026
2,1782160188,boost,normal,7880.73,1.4103,-410.787,59.7,223.261,46.0129,6.79313,-0.182329,15.1899,-0.185295,102.91,102.5,16.7502,71.4,118.1
2,1782160208,boost,normal,7937.63,1.47141,-375.99,59.7,213.97,46.7553,6.79313,-0.121938,15.2509,-0.169221,98.3665,102.5,16.4047,71.4,113.621
2,1782160230,boost,normal,8052.18,1.45141,-295.207,59.7,211.638,46.0071,6.79313,-0.123248,15.2932,-0.20853,98.465,105,16.5182,71.4,113.765
2,1782160253,boost,normal,8025.62,1.46457,-199.484,59.7,202.626,44.129,6.79313,-0.199918,14.9302,-0.191432,103.106,105,15.9564,71.4,118.044
2,1782160274,boost,normal,7965.76,1.43077,-269.887,59.7,190.471,46.392,6.79313,-0.197089,14.8432,-0.151525,104.231,105,15.32,71.4,119.065
2,1782160293,boost,normal,7916.06,1.48662,-376.579,59.7,190.663,44.6319,6.74358,-0.145153,14.5173,-0.117694,101.821,110,14.9263,71.4,116.319
2,1782160315,boost,normal,7784.9,1.4989,-353.4,59.7,187.103,46.3229,6.74358,-0.152478,14.4276,-0.101154,103.944,105,15.5031,71.4,118.351
2,1782160337,boost,normal,7651.78,1.51634,-438.66,59.7,187.314,44.9599,6.74358,-0.1338,13.9991,-0.0989407,100.876,105,15.6615,71.4,114.873
2,1782160357,boost,normal,7588.64,1.52549,-558.222,59.7,173.766,45.0302,6.74358,-0.0894979,14.0486,-0.0669694,99.2127,107.5,16.1914,71.4,113.266
2,1782160376,boost,normal,7670.9,1.57508,-558.023,59.7,168.905,45.4773,6.74358,-0.122635,13.078,-0.0895244,98.4455,105,16.6695,71.4,111.537
2,1782160399,boost,normal,7515.26,1.61379,-545.632,59.7,173.113,45.4464,6.74358,-0.0841244,13.4322,-0.0244523,95.8302,105,16.8472,71.4,109.251
2,1782160421,boost,normal,7583.79,1.63803,-508.182,59.7,167.959,46.7599,6.74358,-0.151088,13.1784,-0.0519234,103.109,107.5,16.3721,71.4,
2,1782160445,boost,normal,7506.38,1.61474,-415.259,59.7,152.887,44.8313,6.74358,-0.143622,13.3131,-0.100098,103.978,105,16.3595,71.4,117.283
2,1782160460,boost,normal,7585.95,1.64822,-423.944,59.7,155.315,45.3541,6.74358,-0.186497,13.3831,-0.0518712,104.782,107.5,15.8119,71.4,118.15
2,1782160475,boost,normal,7488.45,1.62603,-375.578,59.7,143.902,46.2196,6.74358,-0.217854,13.2894,-0.0457505,106.423,105,15.7437,71.4,119.746
2,1782160495,boost,normal,7610.29,1.62869,-306.101,59.7,147.143,46.4317,6.74358,-0.252574,13.4161,-0.0757009,109.901,107.5,15.7542,71.4,123.311
2,1782160514,boost,normal,7516.88,1.65013,-218.902,59.7,143.535,45.6216,7.38178,-0.224722,13.5831,-0.0742525,107.71,107.5,16.033,71.4,121.259
2,1782160532,boost,normal,7330.42,1.6352,-289.824,59.7,144.967,46.8307,7.38178,-0.244081,13.7553,-0.0879803,109.194,105,15.2748,71.4,122.952
2,1782160557,run,normal,7625.8,1.62387,-403.43,38.5,146.801,46.5536,7.38178,-0.225553,13.1705,-0.0811341,107.909,102.5,15.4356,71.4,121.083
2,1782160582,run,normal,7779.32,1.53237,-161.265,38.5,148.886,45.2072,7.38178,-0.195135,13.3965,-0.0777155,105.964,105,16.3175,71.4,119.352
2,1782160599,run,normal,7948.29,1.58823,-41.9787,38.5,148.468,44.09,7.38178,-0.204233,12.8605,-0.108073,107.015,102.5,15.4679,71.4,119.896
2,1782160622,run,normal,7810.02,1.6012,55.2644,38.5,151.643,43.9834,7.38178,-0.185983,12.78,-0.118449,104.24,100,14.6866,71.4,117.036
2,1782160645,run,normal,7816.4,1.57844,14.2052,38.5,145.449,43.5737,7.38178,-0.103469,12.7705,-0.0976358,98.6497,102.5,13.974,71.4,111.432
2,1782160662,run,normal,7874.86,1.6005,76.1464,38.5,130.531,44.2616,7.38178,-0.0881213,12.6975,-0.117393,96.5878,105,14.1357,71.4,109.302
2,1782160680,run,normal,7924.47,1.58323,150.65,38.5,130.499,45.5056,7.38178,-0.099765,12.3096,-0.0361023,99.1351,105,14.0696,71.4,111.452
2,1782160703,run,normal,8000.16,1.59171,198.071,38.5,121.08,45.5641,7.38178,-0.129185,12.7607,-0.0122389,101.035,105,13.6951,71.4,
2,1782160726,run,normal,7958.15,1.66652,244.964,38.5,121.856,44.5998,7.38178,-0.0363007,12.2881,-0.0248631,94.9767,100,13.4256,71.4,107.277
2,1782160744,run,normal,7920.6,1.63036,191.034,38.5,131.894,46.1921,4.8696,-0.00495592,12.7163,-0.0106908,91.3896,102.5,12.8008,71.4,104.1
2,1782160760,run,normal,7955.56,1.6452,260.397,38.5,131.288,46.8899,4.8696,0.0152807,12.9423,-0.0112045,89.1557,102.5,13.0913,71.4,102.115
2,1782160782,run,normal,8018.91,1.59983,253.245,38.5,123.054,46.645,4.8696,-0.0348532,12.511,-0.0832442,92.2391,102.5,12.8062,71.4,104.763
2,1782160800,run,normal,7918.08,1.61189,328.224,38.5,132.436,46.0652,4.8696,0.0228983,12.5198,-0.0890675,89.1144,100,13.1171,71.4,101.625
2,1782160814,run,normal,8138.2,1.60259,251.225,38.5,136.31,46.4627,4.8696,0.0240074,12.6214,-0.0824196,88.6114,100,12.4012,71.4,101.233
2,1782160831,run,normal,8030.77,1.61725,387.151,38.5,143.356,45.6793,4.8696,0.0556776,12.5338,-0.0860877,85.3479,100,13.5653,71.4,97.8881
2,1782160856,run,normal,8109.25,1.6291,290.416,38.5,136.187,45.452,4.8696,0.0204807,12.5863,-0.113104,88.089,100,12.5756,71.4,100.663
2,1782160878,run,normal,8060.03,1.64885,313.383,38.5,134.441,46.3388,4.8696,0.0141202,12.7945,-0.122897,88.9324,102.5,12.3711,71.4,101.73
2,1782160893,run,normal,7957.24,1.63591,292.51,38.5,131.136,46.9228,4.8696,0.0518891,12.501,-0.116291,86.7684,102.5,12.3562,71.4,99.2994
2,1782160912,run,normal,7910.67,1.59561,338.242,38.5,134.837,45.965,4.8696,0.0475405,12.657,-0.0869723,86.3371,100,12.3981,71.4,99.0004
2,1782160932,run,normal,7891.25,1.62848,261.195,38.5,134.568,47.7272,4.8696,0.131663,12.3928,-0.0573489,82.2209,100,12.7358,71.4,94.6087
2,1782160953,run,normal,7908.46,1.58779,169.161,38.5,135.682,45.0343,4.28265,0.104961,12.9202,-0.0770882,82.1779,100,13.1587,50.6,95.123
2,1782160977,run,normal,7878.32,1.62275,164.154,38.5,133.501,46.3039,4.28265,0.0990257,12.8213,-0.110831,80.3668,100,13.1712,50.6,93.1791
2,1782161000,run,normal,7745.25,1.60598,-18.5339,38.5,136.53,47.6808,4.28265,0.0479528,12.5859,-0.123045,86.1079,102.5,12.7509,50.6,98.6964
2,1782161017,run,normal,8132.4,1.61721,-8.09887,38.5,143.672,47.079,4.28265,0.0461956,12.3431,-0.208396,87.6065,97.5,13.5997,50.6,99.9697
2,1782161030,run,normal,7956.99,1.64677,63.2676,38.5,138.286,45.2769,4.28265,0.0910781,12.1414,-0.177384,83.7302,100,14.1655,50.6,95.857
2,1782161048,run,normal,7904.55,1.62344,83.8415,38.5,152.343,45.9014,4.28265,0.125357,12.4074,-0.182844,82.0795,100,13.2242,50.6,94.4749
2,1782161066,run,normal,7883.44,1.65468,38.0947,38.5,141.788,44.9626,4.28265,0.0630583,12.8293,-0.202955,85.9315,100,13.5499,50.6,98.7595
2,1782161084,run,normal,7804.16,1.63457,106.05,38.5,126.452,45.594,4.28265,0.0448691,12.8798,-0.2142,86.9312,100,13.5229,50.6,99.7711
2,1782161102,run,normal,7846.01,1.58882,107.791,38.5,129.99,46.7619,4.28265,-0.0133913,12.8852,-0.221225,91.7024,102.5,13.5848,50.6,104.56
2,1782161118,run,normal,7865.78,1.58224,42.0915,38.5,117.305,46.996,4.28265,-0.0946199,13.0698,-0.169586,95.6351,100,13.4343,50.6,108.708
2,1782161138,run,normal,7746.43,1.5854,31.6162,38.5,133.156,46.257,4.28265,-0.0354554,12.7092,-0.151894,94.4782,102.5,13.8697,50.6,107.19
2,1782161160,run,normal,7706.14,1.5799,2.61384,38.5,143.057,45.2808,5.81303,-0.0302653,12.9306,-0.154141,93.9562,100,14.1536,50.6,106.885
2,1782161179,run,normal,7682.3,1.62065,13.4522,38.5,148.343,44.7911,5.81303,-0.0127452,12.7962,-0.168968,91.0287,100,14.7398,50.6,103.818
2,1782161194,run,normal,7589.37,1.59152,-69.4867,38.5,143.954,45.8873,5.81303,-0.0430351,12.8792,-0.204079,94.7251,102.5,15.3907,50.6,107.595
2,1782161214,run,normal,7739.04,1.59911,-107.545,38.5,139.872,44.5901,5.81303,0.0013246,12.6461,-0.19606,91.5681,100,15.422,50.6,104.225
2,1782161234,run,normal,7743.94,1.57812,-53.7728,38.5,131.348,45.6266,5.81303,0.0408401,12.6528,-0.16692,90.3106,102.5,15.1739,50.6,102.952
2,1782161250,run,normal,7920.21,1.59354,80.0027,38.5,135.388,46.3861,5.81303,-0.0117179,12.5933,-0.138459,91.9929,100,14.9321,50.6,104.609
2,1782161271,run,normal,8011.38,1.60593,203.436,38.5,130.365,44.761,5.81303,0.0160249,12.5727,-0.133219,90.9257,102.5,14.5444,50.6,103.528
2,1782161288,run,normal,8026.28,1.60282,259.815,38.5,139.713,43.5891,5.81303,0.0239323,12.9601,-0.131133,87.4127,100,13.7304,50.6,100.379
2,1782161306,run,normal,8130.38,1.58762,268.186,38.5,131.87,44.049,5.81303,0.112268,13.031,-0.101349,83.0261,100,13.347,50.6,96.0654
2,1782161326,run,normal,8084.52,1.58016,251.535,38.5,117.009,44.9906,5.81303,0.0480281,13.3497,-0.160916,85.9175,105,13.2493,50.6,99.2625
2,1782161341,run,normal,8194.52,1.60662,258.849,38.5,122.922,44.2686,5.81303,-0.0326786,13.1909,-0.114128,92.1605,100,12.8282,50.6,105.388
2,1782161357,run,normal,8255.37,1.56058,263.394,38.5,120.798,43.0628,4.80546,-0.00757935,13.4528,-0.0924975,90.3389,100,13.0384,50.6,103.803
2,1782161376,run,normal,8276.96,1.56589,291.691,38.5,134.272,41.9538,4.80546,0.0722698,13.1589,-0.0598725,83.6565,105,13.0604,50.6,96.8023
2,1782161393,run,normal,8400.98,1.54545,361.9,38.5,130.278,43.367,4.80546,0.0708021,13.2073,-0.0477164,84.4813,105,12.3492,50.6,97.6691
2,1782161416,run,normal,8313.14,1.53616,334.551,38.5,125.059,44.1999,4.80546,0.125513,13.0469,-0.0768649,81.5608,105,12.162,50.6,94.59
2,1782161434,run,normal,8320.17,1.55533,223.697,38.5,121.82,41.2441,4.80546,0.0756493,12.8176,-0.0802786,82.0586,102.5,11.7712,50.6,94.905
2,1782161453,run,normal,8124.21,1.60882,302.533,38.5,132.024,43.0484,4.80546,0.049223,12.7026,-0.00935061,87.1255,105,12.3944,50.6,99.8242
2,1782161471,run,normal,7969.21,1.57117,292.634,38.5,128.424,42.0192,4.80546,0.0963185,13.0108,0.0011932,82.8549,105,12.3989,50.6,95.8583
2,1782161495,run,normal,7885.93,1.59514,207.939,38.5,121.831,42.4521,4.80546,0.0701567,13.0895,-0.0202025,84.8753,105,13.1827,50.6,97.9364
2,1782161511,run,normal,7778.48,1.55633,113.494,38.5,112.351,40.826,4.80546,0.10136,13.5924,-0.0212793,84.0933,105,13.7921,50.6,97.704
2,1782161532,run,normal,7956.48,1.53568,116.871,38.5,110.371,40.3792,4.80546,0.0903298,13.727,0.00151773,83.7744,102.5,14.0792,50.6,97.4813
2,1782161551,run,normal,8063.31,1.50197,153.37,38.5,110.725,41.3035,4.80546,0.00525652,13.2291,-0.000817821,89.5565,105,14.8005,50.6,102.821
2,1782161576,run,normal,8194.31,1.49018,244.426,38.5,102.525,41.077,4.91933,0.0285989,13.2087,0.0324468,87.6406,107.5,14.105,50.6,100.842
2,1782161591,run,normal,8146.96,1.55556,233.776,38.5,102.934,42.094,4.91933,0.0376488,12.9857,0.0157885,86.3136,107.5,13.7833,50.6,99.2718
2,1782161608,run,normal,8147.39,1.55901,159.76,38.5,121.698,41.7606,4.91933,0.1632,13.1711,0.0734314,78.9311,105,13.4597,50.6,92.0751
2,1782161629,run,normal,7932.53,1.58076,124.421,38.5,123.91,41.9718,4.91933,0.103085,12.5758,0.0764969,81.3412,105,13.9455,50.6,93.9086
2,1782161653,run,normal,7894.32,1.59041,112.538,38.5,120.741,42.333,4.91933,0.0500113,12.1966,0.066262,86.0646,105,13.2163,50.6,98.289
2,1782161673,run,normal,8036.88,1.63969,165.881,38.5,112.813,41.8733,4.91933,0.130094,12.1665,0.0630291,81.7772,102.5,14.127,50.6,93.9237
2,1782161696,run,normal,7851.99,1.64789,203.996,38.5,108.706,43.5043,4.91933,0.106996,12.171,0.041745,83.888,110,14.3866,50.6,96.0543
2,1782161717,run,normal,7730.57,1.66736,189.989,38.5,111.527,43.3733,4.91933,0.136583,12.179,0.040249,79.4448,107.5,13.7752,50.6,91.6317
2,1782161737,run,normal,7655.1,1.64476,215.13,38.5,92.7667,44.1051,4.91933,0.110833,12.386,0.0543957,82.1477,105,13.9402,50.6,94.5483
2,1782161761,run,normal,7680.47,1.66108,107.623,38.5,101.97,43.9264,4.91933,0.0516136,11.9765,0.0482838,87.284,107.5,14.3333,50.6,99.2999
2,1782161779,run,normal,7757.95,1.6579,58.2327,38.5,96.4125,43.6735,4.91933,-0.00743986,11.6252,0.0501288,91.5048,102.5,14.4431,50.6,103.129
2,1782161800,run,normal,7678.2,1.66972,104.532,38.5,101.362,44.4339,5.24845,0.0392552,11.9844,0.00551542,87.3138,105,14.4678,50.6,
2,1782161817,run,normal,7697.63,1.69785,99.8512,38.5,101.016,44.8342,5.24845,0.106235,12.3503,-0.0156085,81.6619,102.5,14.1146,50.6,94.0336
2,1782161838,run,normal,7740.42,1.68036,174.536,38.5,109.863,42.7025,5.24845,0.0980741,11.8326,-0.0319254,84.632,102.5,14.5028,50.6,96.4727
2,1782161854,run,normal,7734.55,1.66649,134.055,38.5,114.426,44.089,5.24845,0.114063,11.7773,-0.0530173,82.7271,100,14.3097,50.6,94.4809
2,1782161873,run,normal,7892.02,1.69087,222.593,38.5,99.9355,44.8698,5.24845,0.120727,11.8493,-0.083166,80.3105,105,13.8128,50.6,92.1497
2,1782161896,run,normal,7881.86,1.72355,302.994,38.5,91.178,44.6507,5.24845,0.0935127,12.0472,-0.104237,84.046,105,13.3915,50.6,96.0907
2,1782161918,run,normal,7913.49,1.68257,302.553,38.5,108.62,44.8284,5.24845,0.0234022,11.843,-0.0766526,89.001,105,13.1798,50.6,100.848
2,1782161937,run,normal,7838.58,1.67399,326.849,38.5,107.184,44.5205,5.24845,0.0614003,12.0298,-0.0155928,87.3626,102.5,13.0159,50.6,99.4021
2,1782161955,run,normal,7858.38,1.71277,311.32,38.5,105.199,46.3387,5.24845,0.0601553,12.2463,-0.0773704,85.2929,97.5,12.6123,50.6,97.5048
2,1782161972,run,normal,7560.63,1.67134,396.778,62.4,107.201,45.7155,5.24845,0.114633,12.1582,-0.0767539,81.3923,105,12.9311,50.6,93.5692
2,1782161990,run,normal,7662.2,1.75235,138.933,62.4,111.807,44.407,5.24845,0.0372732,12.3249,-0.103918,87.0782,102.5,13.4171,50.6,99.3925
2,1782162007,run,normal,7680.1,1.74391,218.107,62.4,116.708,45.2362,5.2618,0.116144,12.8132,-0.103579,81.8049,105,14.5253,76.4,94.587
2,1782162031,run,normal,7569.4,1.72351,192.289,62.4,112.172,45.2002,5.2618,0.143237,12.7615,-0.114841,79.6326,107.5,14.7172,76.4,92.3956
2,1782162050,run,normal,7739.69,1.7168,49.0103,62.4,121.267,45.5215,5.2618,0.134582,12.5823,-0.150808,80.0189,107.5,14.2851,76.4,92.5915
2,1782162073,run,normal,7507.16,1.72652,147.527,62.4,116.389,45.1991,5.2618,0.118026,12.575,-0.0521546,81.7584,107.5,14.7742,76.4,94.3285
2,1782162089,run,normal,7544.04,1.72205,116.207,62.4,119.589,46.151,5.2618,0.127917,12.6517,-0.0408539,81.4204,107.5,14.5048,76.4,94.0638
2,1782162113,run,normal,7397.69,1.70349,87.5347,62.4,126.776,47.1386,5.2618,0.188001,12.8325,-0.0572055,74.515,107.5,14.9346,76.4,87.3305
2,1782162132,run,normal,7415.96,1.72288,43.5626,62.4,126.933,46.3287,5.2618,0.148592,12.3436,-0.0316017,80.9204,105,14.7372,76.4,93.2437
2,1782162149,run,normal,7405.13,1.71939,36.5792,62.4,126.365,45.7221,5.2618,0.201291,12.6901,-0.0473793,76.2851,105,14.9808,76.4,88.9987
2,1782162165,run,normal,7228.62,1.75036,51.7176,62.4,134.769,46.1869,5.2618,0.146845,12.6873,-0.0507302,79.4588,105,15.4602,76.4,92.1069
2,1782162182,run,normal,7215.08,1.7111,-41.2692,62.4,131.028,46.3224,5.2618,0.0879571,12.2849,-0.0975483,86.1029,105,15.4682,76.4,98.401
2,1782162201,run,normal,7508.96,1.73649,-77.6006,62.4,126.441,45.821,5.2618,0.0572834,12.3559,-0.107085,84.5303,105,16.1477,76.4,96.86
2,1782162226,run,normal,7601.16,1.7641,-43.4253,62.4,118.632,47.6579,4.82264,0.116053,12.3334,-0.0972615,80.7591,102.5,15.8066,76.4,93.0794
2,1782162246,run,normal,7463.59,1.74349,129.888,62.4,137.66,47.7074,4.82264,0.0758044,12.5957,-0.073458,83.3026,105,14.9326,76.4,95.881
2,1782162266,run,normal,7513.28,1.7548,139.82,62.4,131.09,47.8513,4.82264,0.0627386,12.5898,-0.0990902,84.3937,105,14.3757,76.4,96.9603
2,1782162285,run,normal,7564.18,1.74219,154.576,62.4,129.911,46.9252,4.82264,0.0764969,12.2307,-0.138738,83.3802,102.5,14.6647,76.4,95.5997
2,1782162310,run,normal,7620.7,1.73362,258.357,62.4,126.973,47.6427,4.82264,0.110831,12.2024,-0.113787,80.631,105,14.5152,76.4,
2,1782162332,run,normal,7577.27,1.78103,259.78,62.4,137.149,46.6926,4.82264,0.084162,12.0837,-0.136724,83.0102,107.5,14.2051,76.4,95.1219
2,1782162348,run,normal,7258.68,1.77364,164.735,62.4,127.676,47.6945,4.82264,0.0476417,12.1278,-0.134,86.0977,102.5,13.7395,76.4,98.1933
2,1782162366,run,normal,7112.07,1.78989,18.9454,62.4,144.503,48.2532,4.82264,0.00035272,12.083,-0.1745,91.3326,107.5,14.421,76.4,103.431
2,1782162383,run,normal,6952.54,1.77264,-52.1785,62.4,121.982,47.1284,4.82264,0.10006,12.2063,-0.131856,83.9485,107.5,15.7262,76.4,96.1698
2,1782162405,run,normal,6938.55,1.76808,-97.5354,62.4,123.867,47.4424,4.82264,0.125882,12.0872,-0.170437,80.8832,102.5,16.2719,76.4,92.9631
2,1782162428,run,normal,6887.58,1.77722,-179.861,62.4,125.604,47.1736,4.82264,0.0923778,12.2939,-0.128501,83.6685,107.5,16.8911,76.4,95.9295
2,1782162446,run,normal,7119.16,1.79878,-138.297,62.4,129.191,46.7457,5.49821,0.131246,12.4085,-0.126028,78.7641,105,16.8386,76.4,91.1877
2,1782162469,run,normal,7212.79,1.74663,7.53928,62.4,119.538,46.808,5.49821,0.15463,12.7403,-0.151829,79.3342,105,17.2404,76.4,92.0679
2,1782162483,run,normal,7345.03,1.75475,-8.09451,62.4,123.399,48.517,5.49821,0.132781,13.1574,-0.151805,78.8911,105,15.8871,76.4,92.0393
