run,sample,timestamp,flow_a,press_r,temp_r,level_s,flow_b,temp_s,valve_1,valve_2,comp_a,const_c,derived_sum,power_c
3,282,2026-01-02 02:03:00,90.3129,2652.5060,119.0437,45.9357,37.7962,77.7280,50.3566,43.2712,23.3859,7.5000,128.1091,294.5145
3,283,2026-01-02 02:06:00,92.5009,2662.5413,119.1497,45.2022,36.0453,78.2787,50.3566,43.2712,23.4585,7.5000,128.5462,288.1333
3,284,2026-01-02 02:09:00,90.6675,2669.2525,118.3101,48.5572,37.3164,78.6834,50.3566,43.2712,23.4585,7.5000,127.9840,284.2578
3,285,2026-01-02 02:12:00,88.3167,2679.6293,118.0302,50.1839,40.6778,78.8029,50.3566,43.2712,23.4585,7.5000,128.9944,289.6657
3,286,2026-01-02 02:15:00,90.6618,2680.8578,117.2916,54.2387,45.2835,78.6592,50.3566,43.2712,23.4585,7.5000,135.9453,297.9251
3,287,2026-01-02 02:18:00,94.2498,2673.8749,117.8379,44.6962,42.6970,78.1579,50.3566,43.2712,23.4585,7.5000,136.9468,313.5793
3,288,2026-01-02 02:21:00,95.0549,2672.8103,117.9393,54.9715,42.3853,78.6902,50.3566,43.2712,23.4585,7.5000,137.4401,315.2140
3,289,2026-01-02 02:24:00,93.7678,2680.8878,117.3911,55.3728,42.8471,78.9420,50.3566,43.2712,23.9275,7.5000,136.6148,307.4739
3,290,2026-01-02 02:27:00,97.9158,2673.6781,117.9851,61.5176,41.5237,79.7070,50.3566,43.2712,23.9275,7.5000,139.4396,308.5990
3,291,2026-01-02 02:30:00,95.7243,2678.9029,118.4552,56.1042,41.4195,79.1345,50.3566,43.2712,23.9275,7.5000,137.1439,305.2688
3,292,2026-01-02 02:33:00,100.3253,2687.4274,118.6047,49.5558,39.8332,78.6731,50.3566,43.2712,23.9275,7.5000,140.1585,305.4991
3,293,2026-01-02 02:36:00,98.6204,2679.0139,119.5323,50.8485,35.6869,79.2037,50.3566,43.2712,23.9275,7.5000,134.3073,299.5094
3,294,2026-01-02 02:39:00,101.8620,2690.2168,120.4088,51.4061,36.6666,78.7725,50.3566,43.2712,23.9275,7.5000,138.5286,287.3528
3,295,2026-01-02 02:42:00,104.8602,2692.2433,119.6181,49.7349,36.7746,78.8200,50.3566,43.2712,29.9951,7.5000,141.6348,282.9960
3,296,2026-01-02 02:45:00,103.0665,2694.8371,120.1158,52.9703,38.6371,80.2330,50.3566,43.2712,29.9951,7.5000,141.7036,290.4361
3,297,2026-01-02 02:48:00,107.4970,2703.5417,119.6829,51.6248,39.6873,79.6351,50.3566,43.2712,29.9951,7.5000,147.1843,295.7184
3,298,2026-01-02 02:51:00,107.2674,2700.3236,120.9365,50.6748,37.1504,80.1101,50.3566,43.2712,29.9951,7.5000,144.4178,295.9475
3,299,2026-01-02 02:54:00,105.7634,2709.1218,121.2629,53.0745,37.0030,79.6491,50.3566,43.2712,29.9951,7.5000,142.7663,286.7627
3,300,2026-01-02 02:57:00,103.7660,2700.4285,121.6875,49.5113,34.2916,80.1225,50.3566,43.2712,29.9951,7.5000,138.0576,284.6133
3,301,2026-01-02 03:00:00,109.8442,2699.1203,122.7518,48.0510,34.5983,80.3270,68.9708,43.2712,34.7313,7.5000,144.4425,271.8085
3,302,2026-01-02 03:03:00,111.6632,2694.5062,122.4672,49.5552,36.8218,80.6606,68.9708,43.2712,34.7313,7.5000,148.4850,269.4616
3,303,2026-01-02 03:06:00,108.4504,2707.1184,121.9977,53.3572,36.0900,81.5033,68.9708,43.2712,34.7313,7.5000,144.5404,280.0389
3,304,2026-01-02 03:09:00,108.4193,2711.3749,121.4528,55.5816,37.8681,81.8811,68.9708,43.2712,34.7313,7.5000,146.2873,275.9683
3,305,2026-01-02 03:12:00,106.7689,2699.9235,122.4089,53.5761,35.5979,81.5555,68.9708,43.2712,34.7313,7.5000,142.3667,281.7444
3,306,2026-01-02 03:15:00,105.6960,2696.1338,122.7157,46.8548,36.0094,80.6306,68.9708,43.2712,34.7313,7.5000,141.7054,273.1101
3,307,2026-01-02 03:18:00,111.8055,2702.3280,122.1064,44.6312,35.1898,80.5351,68.9708,43.2712,32.8839,7.5000,146.9954,275.5322
3,308,2026-01-02 03:21:00,110.9690,2701.2765,121.5426,43.0677,37.2544,81.1012,68.9708,43.2712,32.8839,7.5000,148.2233,275.0163
3,309,2026-01-02 03:24:00,111.1858,2721.7934,121.4758,43.3384,39.5107,80.5843,68.9708,43.2712,32.8839,7.5000,150.6965,283.6838
3,310,2026-01-02 03:27:00,113.6364,2726.6018,120.9806,42.5724,40.3160,80.3370,68.9708,43.2712,32.8839,7.5000,153.9524,292.6856
3,311,2026-01-02 03:30:00,113.5528,2725.3843,121.2294,44.7085,42.5551,80.4599,68.9708,43.2712,32.8839,7.5000,156.1079,298.1182
3,312,2026-01-02 03:33:00,114.5539,2737.8866,121.7222,42.6321,43.0367,80.0864,68.9708,43.2712,32.8839,7.5000,157.5906,310.0861
3,313,2026-01-02 03:36:00,110.6812,2727.5595,121.1940,42.3022,44.3086,80.5100,68.9708,43.2712,37.1838,7.5000,154.9897,296.4673
3,314,2026-01-02 03:39:00,108.6596,2731.3685,122.0689,47.4039,43.2559,81.0785,68.9708,43.2712,37.1838,7.5000,151.9155,306.5385
3,315,2026-01-02 03:42:00,110.2289,2720.5280,122.0609,45.0216,40.8874,81.0728,68.9708,43.2712,37.1838,7.5000,151.1163,303.9136
3,316,2026-01-02 03:45:00,114.1423,2707.9489,122.2129,45.7622,42.3273,81.1518,68.9708,43.2712,37.1838,7.5000,156.4696,293.6769
3,317,2026-01-02 03:48:00,112.2034,2718.8068,122.0731,49.9038,39.6383,81.1848,68.9708,43.2712,37.1838,7.5000,151.8418,302.5217
3,318,2026-01-02 03:51:00,110.0003,2735.7802,121.2039,51.7376,39.5482,81.9089,68.9708,43.2712,37.1838,7.5000,149.5486,291.4262
3,319,2026-01-02 03:54:00,109.9916,2732.6133,121.4593,53.3117,40.5717,81.1700,68.9708,43.2712,37.1141,7.5000,150.5633,299.7864
3,320,2026-01-02 03:57:00,106.9216,2716.1361,121.6612,53.7671,42.8679,80.8425,68.9708,43.2712,37.1141,7.5000,149.7895,299.1678
3,321,2026-01-02 04:00:00,105.9511,2730.7638,121.7415,55.8208,42.9146,81.5648,68.9708,70.7113,37.1141,7.5000,148.8657,310.5111
3,322,2026-01-02 04:03:00,108.9436,2726.4222,121.2596,59.2482,41.8436,82.6810,68.9708,70.7113,37.1141,7.5000,150.7871,305.3481
3,323,2026-01-02 04:06:00,105.7106,2725.8126,120.9066,58.2771,43.4423,81.9849,68.9708,70.7113,37.1141,7.5000,149.1529,306.3145
3,324,2026-01-02 04:09:00,104.0632,2725.1333,120.8314,51.4438,41.6905,81.0476,68.9708,70.7113,37.1141,7.5000,145.7537,308.4312
3,325,2026-01-02 04:12:00,99.9930,2723.7549,120.9535,50.0357,41.2036,80.5952,68.9708,70.7113,33.5060,7.5000,141.1966,300.2639
3,326,2026-01-02 04:15:00,95.8560,2712.5430,121.3701,51.5721,39.6892,81.0175,46.6955,70.7113,33.5060,7.5000,135.5452,304.8266
3,327,2026-01-02 04:18:00,91.1616,2696.1763,120.6989,48.0817,40.0209,80.6305,46.6955,70.7113,33.5060,7.5000,131.1825,305.7981
3,328,2026-01-02 04:21:00,92.5314,2698.3995,119.7981,55.0437,39.5329,81.1778,46.6955,70.7113,33.5060,7.5000,132.0643,302.3401
3,329,2026-01-02 04:24:00,87.8667,2691.0119,119.8478,53.8666,39.1635,81.0161,46.6955,70.7113,33.5060,7.5000,127.0302,304.8528
3,330,2026-01-02 04:27:00,92.4162,2684.9321,119.0803,51.8838,41.9891,80.2384,46.6955,70.7113,33.5060,7.5000,134.4053,298.8025
3,331,2026-01-02 04:30:00,98.1281,2677.6919,118.4720,55.1023,40.4859,79.7595,46.6955,70.7113,24.5768,7.5000,138.6140,305.0224
3,332,2026-01-02 04:33:00,96.3306,2680.0344,118.4802,54.7815,41.2183,79.9264,46.6955,70.7113,24.5768,7.5000,137.5489,310.1923
3,333,2026-01-02 04:36:00,97.5155,2703.2098,118.5766,53.5082,36.4517,79.4300,46.6955,70.7113,24.5768,7.5000,133.9671,300.1305
3,334,2026-01-02 04:39:00,95.7923,2693.8057,119.0797,54.6109,36.9903,79.2570,46.6955,70.7113,24.5768,7.5000,132.7826,293.0828
3,335,2026-01-02 04:42:00,95.1651,2700.1408,119.9553,48.4065,38.9974,78.2239,46.6955,70.7113,24.5768,7.5000,134.1625,295.0126
3,336,2026-01-02 04:45:00,98.9168,2692.1508,119.3381,47.8131,40.3733,78.9597,46.6955,70.7113,24.5768,7.5000,139.2901,300.3977
3,337,2026-01-02 04:48:00,98.6419,2694.6770,119.0998,50.4490,40.3810,80.2127,46.6955,70.7113,26.8593,7.5000,139.0230,307.2247
3,338,2026-01-02 04:51:00,96.6862,2712.6927,118.6896,51.9668,41.9575,79.4064,46.6955,70.7113,26.8593,7.5000,138.6437,306.9486
3,339,2026-01-02 04:54:00,93.6183,2707.9935,118.3900,56.6911,41.5530,80.2228,46.6955,70.7113,26.8593,7.5000,135.1713,312.4153
3,340,2026-01-02 04:57:00,97.5104,2714.4394,118.9616,51.3603,44.8777,79.1545,46.6955,70.7113,26.8593,7.5000,142.3881,312.0494
3,341,2026-01-02 05:00:00,89.6433,2711.9335,118.4932,46.2205,45.1146,78.8416,46.6955,70.7113,26.8593,7.5000,134.7579,320.8851
3,342,2026-01-02 05:03:00,89.1808,2721.9121,117.9220,49.2786,47.7968,79.6469,46.6955,70.7113,26.8593,7.5000,136.9776,319.7365
3,343,2026-01-02 05:06:00,89.2997,2689.8189,117.5997,54.3413,45.1351,79.7296,46.6955,70.7113,28.9192,7.5000,134.4348,336.2793
3,344,2026-01-02 05:09:00,88.5835,2686.8385,119.0064,54.1709,43.5086,79.9900,46.6955,70.7113,28.9192,7.5000,132.0922,323.5529
3,345,2026-01-02 05:12:00,92.0486,2690.6729,117.3466,54.9617,43.7895,79.1759,46.6955,70.7113,28.9192,7.5000,135.8380,316.3281
3,346,2026-01-02 05:15:00,96.2072,2692.7266,116.9108,56.4254,45.1660,80.1625,46.6955,70.7113,28.9192,7.5000,141.3732,316.0015
3,347,2026-01-02 05:18:00,90.2993,2708.4782,116.7996,51.9911,47.0294,78.9876,46.6955,70.7113,28.9192,7.5000,137.3287,320.8003
3,348,2026-01-02 05:21:00,96.0650,2718.6143,116.2710,48.9878,48.3839,78.5067,46.6955,70.7113,28.9192,7.5000,144.4488,330.4972
3,349,2026-01-02 05:24:00,93.1667,2708.7917,116.2817,52.0238,49.9310,78.2395,46.6955,70.7113,27.3795,7.5000,143.0976,333.8579
3,350,2026-01-02 05:27:00,97.7903,2722.9327,116.6602,56.5137,50.3446,78.3239,46.6955,70.7113,27.3795,7.5000,148.1350,347.3505
3,351,2026-01-02 05:30:00,99.8291,2703.7113,116.6354,53.4789,51.1384,78.4958,62.2916,70.7113,27.3795,7.5000,150.9675,344.2710
3,352,2026-01-02 05:33:00,98.2974,2718.2765,118.0066,52.4824,48.2602,79.1528,62.2916,70.7113,27.3795,7.5000,146.5577,339.5606
3,353,2026-01-02 05:36:00,98.6160,2715.6440,117.6203,51.7031,48.3218,78.6677,62.2916,70.7113,27.3795,7.5000,146.9378,328.4889
3,354,2026-01-02 05:39:00,98.9173,2714.4375,118.4317,52.4770,46.3586,79.3258,62.2916,70.7113,27.3795,7.5000,145.2760,331.8536
3,355,2026-01-02 05:42:00,98.8220,2710.2237,118.6172,51.9637,45.4783,78.9208,62.2916,70.7113,28.0576,7.5000,144.3003,325.1318
3,356,2026-01-02 05:45:00,96.1260,2714.7211,118.7194,50.7317,45.7687,79.3131,62.2916,70.7113,28.0576,7.5000,141.8947,318.3626
3,357,2026-01-02 05:48:00,96.6870,2709.0962,118.4086,54.2563,47.3266,79.8579,62.2916,70.7113,28.0576,7.5000,144.0136,318.2313
3,358,2026-01-02 05:51:00,94.7032,2704.8991,118.6459,51.8964,46.2092,79.9544,62.2916,70.7113,28.0576,7.5000,140.9123,322.8459
3,359,2026-01-02 05:54:00,92.1286,2689.1347,118.4383,51.0886,44.9793,79.1722,62.2916,70.7113,28.0576,7.5000,137.1078,320.1007
3,360,2026-01-02 05:57:00,90.4260,2689.8570,119.0385,46.7799,41.6174,78.7962,62.2916,70.7113,28.0576,7.5000,132.0434,319.9407
3,361,2026-01-02 06:00:00,89.3664,2678.0896,118.6004,46.1382,42.3201,78.7802,62.2916,53.3368,25.8702,7.5000,131.6865,304.1406
3,362,2026-01-02 06:03:00,88.4788,2681.6380,118.1512,46.6429,43.6244,79.0627,62.2916,53.3368,25.8702,7.5000,132.1032,300.2268
3,363,2026-01-02 06:06:00,90.8236,2671.8776,117.1349,48.4571,46.2289,79.0222,62.2916,53.3368,25.8702,7.5000,137.0526,313.7915
3,364,2026-01-02 06:09:00,91.9463,2679.7885,116.9440,51.4276,46.9737,78.7966,62.2916,53.3368,25.8702,7.5000,138.9199,321.7563
3,365,2026-01-02 06:12:00,96.5311,2683.4648,115.8486,53.8302,49.4912,78.6520,62.2916,53.3368,25.8702,7.5000,146.0224,319.2028
3,366,2026-01-02 06:15:00,90.7377,2684.2031,116.0048,60.2320,48.1126,78.8348,62.2916,53.3368,25.8702,7.5000,138.8503,328.9164
3,367,2026-01-02 06:18:00,93.6366,2699.1070,116.4689,57.6976,48.5400,78.4050,62.2916,53.3368,22.5075,7.5000,142.1766,326.8831
3,368,2026-01-02 06:21:00,93.6442,2686.3618,116.7390,53.2628,48.0931,78.3601,62.2916,53.3368,22.5075,7.5000,141.7373,326.2226
3,369,2026-01-02 06:24:00,97.7406,2689.0275,117.6755,48.0332,46.9593,77.9566,62.2916,53.3368,22.5075,7.5000,144.6999,325.7889
3,370,2026-01-02 06:27:00,97.9348,2679.4439,117.2525,47.4710,46.1174,77.8595,62.2916,53.3368,22.5075,7.5000,144.0522,320.3607
3,371,2026-01-02 06:30:00,98.0567,2686.2619,117.4356,45.6559,43.5257,78.3899,62.2916,53.3368,22.5075,7.5000,141.5824,312.5961
3,372,2026-01-02 06:33:00,98.3626,2685.4741,117.9541,46.2606,41.9343,77.6495,62.2916,53.3368,22.5075,7.5000,140.2968,313.7123
3,373,2026-01-02 06:36:00,96.4508,2693.3654,118.1517,51.3605,42.6732,78.7226,62.2916,53.3368,27.3869,7.5000,139.1240,305.1001
3,374,2026-01-02 06:39:00,98.0616,2687.1574,119.0234,54.2705,43.8762,79.1804,62.2916,53.3368,27.3869,7.5000,141.9378,307.3597
3,375,2026-01-02 06:42:00,94.1735,2683.0431,119.1181,55.4085,41.7278,79.3693,62.2916,53.3368,27.3869,7.5000,135.9013,307.2750
3,376,2026-01-02 06:45:00,94.9269,2688.5634,119.4682,61.4476,38.8768,80.4667,51.0396,53.3368,27.3869,7.5000,133.8037,301.8536
3,377,2026-01-02 06:48:00,95.6601,2680.7274,118.7674,58.5749,40.4864,79.9414,51.0396,53.3368,27.3869,7.5000,136.1466,300.5468
3,378,2026-01-02 06:51:00,94.0857,2685.4391,118.8742,51.5264,42.1865,79.6610,51.0396,53.3368,27.3869,7.5000,136.2722,310.6968
3,379,2026-01-02 06:54:00,93.2261,2674.2914,118.5274,54.0196,40.3565,79.5759,51.0396,53.3368,26.1267,7.5000,133.5826,311.0352
3,380,2026-01-02 06:57:00,93.2809,2679.5943,119.5951,48.3938,39.0563,79.2197,51.0396,53.3368,26.1267,7.5000,132.3372,299.1676
3,381,2026-01-02 07:00:00,95.9282,2673.0621,119.3260,45.6902,40.3673,78.2675,51.0396,53.3368,26.1267,7.5000,136.2955,290.7890
3,382,2026-01-02 07:03:00,106.2344,2680.9682,119.4538,47.1411,37.6016,78.9695,51.0396,53.3368,26.1267,7.5000,143.8360,290.3245
3,383,2026-01-02 07:06:00,107.1627,2695.6909,119.1119,47.4811,38.1976,79.2063,51.0396,53.3368,26.1267,7.5000,145.3603,294.0262
3,384,2026-01-02 07:09:00,106.6408,2722.5737,118.7058,47.2586,42.1884,78.7837,51.0396,53.3368,26.1267,7.5000,148.8292,297.4384
3,385,2026-01-02 07:12:00,107.3140,2734.7629,118.6202,44.2471,43.6557,78.6751,51.0396,53.3368,32.8775,7.5000,150.9697,303.6963
3,386,2026-01-02 07:15:00,108.6049,2736.1285,119.9233,46.4597,44.3179,78.4456,51.0396,53.3368,32.8775,7.5000,152.9228,310.2709
3,387,2026-01-02 07:18:00,105.6373,2745.5571,120.3310,50.7966,45.1182,79.6549,51.0396,53.3368,32.8775,7.5000,150.7555,314.1265
3,388,2026-01-02 07:21:00,101.7963,2734.0283,119.2633,52.1218,47.7814,80.7594,51.0396,53.3368,32.8775,7.5000,149.5777,321.4747
3,389,2026-01-02 07:24:00,101.3863,2724.6434,120.5268,48.8351,43.6096,80.6555,51.0396,53.3368,32.8775,7.5000,144.9959,331.4264
3,390,2026-01-02 07:27:00,105.3822,2717.1348,120.8467,47.9479,42.6088,80.3239,51.0396,53.3368,32.8775,7.5000,147.9910,316.6490
3,391,2026-01-02 07:30:00,100.0300,2713.2698,120.4558,44.4185,44.1861,80.6341,51.0396,53.3368,31.2284,7.5000,144.2162,310.6457
3,392,2026-01-02 07:33:00,99.1198,2720.3415,119.9462,46.9697,42.7154,80.6030,51.0396,53.3368,31.2284,7.5000,141.8352,317.3946
3,393,2026-01-02 07:36:00,100.7987,2708.9493,119.6887,50.4066,43.9788,80.4071,51.0396,53.3368,31.2284,7.5000,144.7775,312.1855
3,394,2026-01-02 07:39:00,99.4855,2708.2718,119.6773,47.2806,43.2968,79.9546,51.0396,53.3368,31.2284,7.5000,142.7823,319.9498
3,395,2026-01-02 07:42:00,103.5691,2706.3932,119.4833,42.9188,44.0148,79.8771,51.0396,53.3368,31.2284,7.5000,147.5839,309.2675
3,396,2026-01-02 07:45:00,99.7253,2704.6370,118.8039,45.4809,43.1263,79.8667,51.0396,53.3368,31.2284,7.5000,142.8516,311.1259
3,397,2026-01-02 07:48:00,104.4321,2713.2706,119.3628,44.3621,41.6782,79.3818,51.0396,53.3368,29.6064,7.5000,146.1102,310.6606
3,398,2026-01-02 07:51:00,101.2582,2708.2860,119.6846,48.1017,40.6611,79.3861,51.0396,53.3368,29.6064,7.5000,141.9193,310.7375
3,399,2026-01-02 07:54:00,96.9440,2717.0923,120.5435,44.6138,41.4438,79.3229,51.0396,53.3368,29.6064,7.5000,138.3879,309.1635
3,400,2026-01-02 07:57:00,96.1175,2711.3221,119.9880,42.2552,40.5910,79.3425,51.0396,53.3368,29.6064,7.5000,136.7085,304.3596
4,1,2026-01-01 18:00:00,98.5702,2706.1484,119.9930,49.6863,38.8165,79.9859,41.0472,53.1487,30.0007,7.5000,137.3867,300.6439
4,2,2026-01-01 18:03:00,93.5986,2704.9274,120.2036,53.2070,39.5450,80.4078,41.0472,53.1487,30.0007,7.5000,133.1436,302.1929
4,3,2026-01-01 18:06:00,97.1964,2697.8695,120.1907,50.4680,38.8749,80.0375,41.0472,53.1487,30.0007,7.5000,136.0713,301.9480
4,4,2026-01-01 18:09:00,95.4347,2682.8114,120.0818,46.4508,40.1068,79.9892,41.0472,53.1487,30.0007,7.5000,135.5414,299.7715
4,5,2026-01-01 18:12:00,103.0270,2686.6611,120.0592,43.8498,38.4308,79.0973,41.0472,53.1487,30.0007,7.5000,141.4579,298.3689
4,6,2026-01-01 18:15:00,100.8627,2675.7454,119.7947,46.6666,35.0673,79.6420,41.0472,53.1487,30.0007,7.5000,135.9299,294.7060
4,7,2026-01-01 18:18:00,106.0723,2710.8167,120.7821,44.3975,33.8041,79.7155,41.0472,53.1487,27.5822,7.5000,139.8764,286.0599
4,8,2026-01-01 18:21:00,108.0857,2701.0240,119.8838,44.8890,36.3041,78.8318,41.0472,53.1487,27.5822,7.5000,144.3899,280.0610
4,9,2026-01-01 18:24:00,105.0071,2709.4039,121.5539,41.4597,34.5189,79.1133,41.0472,53.1487,27.5822,7.5000,139.5261,292.9363
4,10,2026-01-01 18:27:00,106.0950,2725.0974,120.9772,38.3127,34.0762,78.7600,41.0472,53.1487,27.5822,7.5000,140.1712,287.1452
4,11,2026-01-01 18:30:00,106.7815,2711.8313,121.6448,44.9738,38.1979,80.5571,41.0472,53.1487,27.5822,7.5000,144.9794,286.8667
4,12,2026-01-01 18:33:00,104.3739,2715.9093,121.7372,46.0973,37.1560,79.8604,41.0472,53.1487,27.5822,7.5000,141.5299,297.4832
4,13,2026-01-01 18:36:00,107.2859,2725.2320,120.8753,47.1339,38.3288,80.5352,41.0472,53.1487,33.5148,7.5000,145.6146,298.9440
4,14,2026-01-01 18:39:00,108.7371,2729.2183,120.8180,45.6268,40.5031,80.7477,41.0472,53.1487,33.5148,7.5000,149.2402,299.1024
4,15,2026-01-01 18:42:00,110.6606,2723.9897,120.4908,50.7385,41.7753,80.6217,41.0472,53.1487,33.5148,7.5000,152.4360,304.1475
4,16,2026-01-01 18:45:00,107.7878,2721.6825,121.0012,53.2038,39.5218,80.8004,41.0472,53.1487,33.5148,7.5000,147.3096,311.3866
4,17,2026-01-01 18:48:00,105.6928,2728.6847,122.0953,56.7772,37.8678,81.3704,41.0472,53.1487,33.5148,7.5000,143.5605,298.6546
4,18,2026-01-01 18:51:00,104.1878,2736.2097,121.8283,52.8237,38.8967,81.4325,41.0472,53.1487,33.5148,7.5000,143.0845,290.0598
4,19,2026-01-01 18:54:00,105.2615,2723.0786,121.2229,52.3737,41.6584,81.3412,41.0472,53.1487,35.9724,7.5000,146.9199,296.7941
4,20,2026-01-01 18:57:00,99.8674,2721.3191,121.6315,53.2218,40.0307,81.7024,41.0472,53.1487,35.9724,7.5000,139.8980,312.6217
4,21,2026-01-01 19:00:00,100.7598,2720.1406,121.0524,53.1776,40.2955,81.4570,41.0472,53.1487,35.9724,7.5000,141.0553,305.0654
4,22,2026-01-01 19:03:00,98.9297,2707.0304,121.0910,51.7623,38.8288,81.6509,41.0472,53.1487,35.9724,7.5000,137.7585,301.0226
4,23,2026-01-01 19:06:00,97.5106,2711.0609,120.6696,49.9136,39.9599,81.2484,41.0472,53.1487,35.9724,7.5000,137.4705,301.3162
4,24,2026-01-01 19:09:00,96.3307,2705.5401,119.7595,50.8723,41.9971,80.7415,41.0472,53.1487,35.9724,7.5000,138.3278,301.3767
4,25,2026-01-01 19:12:00,95.6637,2694.6020,119.9349,47.3313,40.0490,80.9499,41.0472,53.1487,30.8051,7.5000,135.7128,314.9283
4,26,2026-01-01 19:15:00,105.3597,2693.1083,120.6290,49.6616,40.8171,80.1638,64.1778,53.1487,30.8051,7.5000,146.1769,303.9391
4,27,2026-01-01 19:18:00,103.9382,2699.3111,119.6514,50.8490,41.3413,80.2458,64.1778,53.1487,30.8051,7.5000,145.2795,299.6780
4,28,2026-01-01 19:21:00,106.8986,2708.5168,119.0260,48.9073,43.3810,80.2270,64.1778,53.1487,30.8051,7.5000,150.2797,300.2005
4,29,2026-01-01 19:24:00,106.1974,2710.9466,119.0117,50.0853,43.6653,79.8728,64.1778,53.1487,30.8051,7.5000,149.8627,313.3838
4,30,2026-01-01 19:27:00,101.5787,2713.4174,119.9135,51.6275,43.6095,79.9560,64.1778,53.1487,30.8051,7.5000,145.1882,309.9239
4,31,2026-01-01 19:30:00,104.8466,2722.7223,120.3258,47.7399,42.0230,79.4358,64.1778,53.1487,33.1400,7.5000,146.8697,303.5688
4,32,2026-01-01 19:33:00,101.4935,2705.5565,120.1675,50.7582,43.4114,80.3343,64.1778,53.1487,33.1400,7.5000,144.9048,303.2140
4,33,2026-01-01 19:36:00,100.2174,2717.3439,120.4487,50.8873,43.4903,80.3602,64.1778,53.1487,33.1400,7.5000,143.7077,310.5450
4,34,2026-01-01 19:39:00,99.7135,2705.8209,118.9437,51.7665,44.9049,80.8172,64.1778,53.1487,33.1400,7.5000,144.6184,309.0286
4,35,2026-01-01 19:42:00,98.3408,2705.5513,119.0909,50.1138,45.8945,80.2387,64.1778,53.1487,33.1400,7.5000,144.2353,315.4124
4,36,2026-01-01 19:45:00,100.0362,2689.6675,118.9797,50.2534,45.2118,79.7353,64.1778,53.1487,33.1400,7.5000,145.2481,312.5458
4,37,2026-01-01 19:48:00,103.0066,2680.3892,119.7010,49.2747,42.2843,80.4356,64.1778,53.1487,27.3078,7.5000,145.2909,310.0076
4,38,2026-01-01 19:51:00,106.3352,2697.5094,119.7685,53.6611,38.8351,79.5519,64.1778,53.1487,27.3078,7.5000,145.1704,305.9522
4,39,2026-01-01 19:54:00,109.7793,2709.5504,119.4011,54.1943,40.9647,80.0317,64.1778,53.1487,27.3078,7.5000,150.7441,289.7473
4,40,2026-01-01 19:57:00,105.5642,2715.6422,120.0758,51.0953,40.5999,79.6342,64.1778,53.1487,27.3078,7.5000,146.1641,300.7840
4,41,2026-01-01 20:00:00,102.7473,2733.7719,120.1398,48.0462,41.7731,79.3233,64.1778,76.1255,27.3078,7.5000,144.5204,304.2510
4,42,2026-01-01 20:03:00,99.3744,2710.9104,121.4529,51.1692,39.4151,79.9428,64.1778,76.1255,27.3078,7.5000,138.7895,306.3701
4,43,2026-01-01 20:06:00,100.6350,2706.0483,122.2374,49.1279,37.6540,80.1700,64.1778,76.1255,32.4274,7.5000,138.2890,291.0552
4,44,2026-01-01 20:09:00,99.0349,2701.3086,121.0149,46.2727,40.5574,80.5120,64.1778,76.1255,32.4274,7.5000,139.5923,289.8906
4,45,2026-01-01 20:12:00,96.8572,2704.5459,119.7179,47.6440,42.9563,81.4266,64.1778,76.1255,32.4274,7.5000,139.8135,301.7591
4,46,2026-01-01 20:15:00,97.9876,2702.3109,119.1542,50.9964,42.1138,80.5732,64.1778,76.1255,32.4274,7.5000,140.1014,307.0977
4,47,2026-01-01 20:18:00,99.5531,2700.0075,119.4292,43.6043,42.9537,79.9693,64.1778,76.1255,32.4274,7.5000,142.5068,307.6569
4,48,2026-01-01 20:21:00,95.3754,2694.6212,119.0964,43.1506,43.6061,78.9263,64.1778,76.1255,32.4274,7.5000,138.9814,306.1762
4,49,2026-01-01 20:24:00,92.7298,2707.8677,118.8460,46.4692,42.9034,79.4710,64.1778,76.1255,27.5445,7.5000,135.6332,310.9384
4,50,2026-01-01 20:27:00,91.8699,2697.2600,118.1802,46.1001,45.1770,78.9726,64.1778,76.1255,27.5445,7.5000,137.0469,314.3424
4,51,2026-01-01 20:30:00,95.6087,2688.4716,118.9375,47.1978,43.6641,79.2556,54.4729,76.1255,27.5445,7.5000,139.2728,322.4321
4,52,2026-01-01 20:33:00,96.4241,2692.8520,117.8163,42.4312,45.3600,78.7690,54.4729,76.1255,27.5445,7.5000,141.7842,310.2615
4,53,2026-01-01 20:36:00,93.6414,2703.6215,117.1416,36.2783,45.5751,78.3026,54.4729,76.1255,27.5445,7.5000,139.2165,324.6572
4,54,2026-01-01 20:39:00,88.1163,2706.0646,117.2970,37.5459,45.3231,77.5080,54.4729,76.1255,27.5445,7.5000,133.4394,328.0915
4,55,2026-01-01 20:42:00,91.3526,2703.4540,117.8229,41.1282,46.2566,77.4787,54.4729,76.1255,26.8112,7.5000,137.6092,329.0875
4,56,2026-01-01 20:45:00,89.8390,2681.9464,117.7599,33.9946,46.7511,77.4157,54.4729,76.1255,26.8112,7.5000,136.5901,328.7195
4,57,2026-01-01 20:48:00,87.6579,2701.2159,117.5653,36.6302,44.8034,77.5228,54.4729,76.1255,26.8112,7.5000,132.4614,322.6478
4,58,2026-01-01 20:51:00,84.9841,2699.0966,116.3716,33.7152,47.2911,77.6458,54.4729,76.1255,26.8112,7.5000,132.2752,325.2279
4,59,2026-01-01 20:54:00,82.0457,2694.1102,116.6853,36.8336,48.5222,77.3519,54.4729,76.1255,26.8112,7.5000,130.5679,335.0316
