aikaleima;dens_22;speed_99;torque_30;flow_98;analyzer_82;valve_27;humid_13;setp_76;ph_52;ph_05;total_70;ph_85
18.06.2026 17:16:00;551,103;9,88482;148,609;1139,46;7,9883;43,8;447,686;59;294,483;1861,95;1151,9;12,4132
18.06.2026 17:16:10;554,319;9,24864;124,189;1081,78;7,9883;43,8;458,958;59;301,291;1906,14;1094,15;12,367
18.06.2026 17:16:20;554,603;8,36165;128,164;1072,07;7,9883;43,8;452,058;59;307,088;1905,42;1084,32;12,2798
18.06.2026 17:16:30;555,422;8,3005;144,283;1078,07;7,9883;43,8;453,881;59;313,082;1877,93;1090,23;12,1601
18.06.2026 17:16:40;572,061;8,4691;139,276;1130,86;7,785;43,8;451,267;59;301,736;1829,37;1143,17;12,2882
18.06.2026 17:16:50;572,827;8,81597;157,936;1239,9;7,785;43,8;444,379;59;299,656;1857,47;1252,73;12,8516
18.06.2026 17:17:00;563,579;9,2929;190,208;1217,19;7,785;43,8;447,766;59;296,876;1878,59;1230,72;13,5654
18.06.2026 17:17:10;562,406;8,90285;181,828;1124,97;7,785;43,8;446,581;59;297,184;1847,44;1137,94;12,9649
18.06.2026 17:17:20;545,905;8,64411;203,05;1119,56;7,785;43,8;467,101;59;300,746;1894,88;1132,71;13,1758
18.06.2026 17:17:30;561,233;8,52206;177,318;1107,6;7,785;43,8;459,538;59;308,522;1976,39;1120,51;12,9183
18.06.2026 17:17:40;576,663;8,19412;156,807;1094,5;7,785;43,8;455,549;59;309,616;1974,64;1107,13;12,6208
18.06.2026 17:17:50;557,56;8,2986;201,178;1117,75;7,785;43,8;453,727;59;307,589;2024,55;1130,74;12,9618
18.06.2026 17:18:00;558,61;9,01523;190,945;1179,09;7,785;43,8;455,705;59;288,491;1959,3;1192,45;13,3552
18.06.2026 17:18:10;576,455;8,97837;182,12;1188,86;7,65745;43,8;465,471;59;297,093;1903,88;1202,03;13,2036
18.06.2026 17:18:20;552,326;9,12791;202,055;1153,79;7,65745;43,8;459,092;59;303,469;1942,9;1167,14;13,3525
18.06.2026 17:18:30;542,829;9,25406;224,214;1030,23;7,65745;43,8;455,862;59;301,062;1985,75;1043,16;12,9414
18.06.2026 17:18:40;547,69;9,26567;216,046;1104,97;7,65745;43,8;445,156;59;296,204;1967,63;1118,01;13,0269
18.06.2026 17:18:50;549,363;9,39349;191,776;1149,39;7,65745;43,8;445,925;59;294,333;2007,19;1162,51;13,0944
18.06.2026 17:19:00;560,22;9,53083;147,487;1127,65;7,65745;43,8;444,531;59;287,914;2048,64;1140,25;12,6201
18.06.2026 17:19:10;549,788;9,2254;140,324;1116,59;7,65745;43,8;447,369;59;303,415;2013,97;1129,06;12,4944
18.06.2026 17:19:20;560,349;9,3977;139,76;1091,58;7,65745;43,8;450,647;59;303,831;1958,25;1103,93;12,326
18.06.2026 17:19:30;566,86;9,60743;134,884;1071,56;7,65745;43,8;445,452;59;302,677;1850,04;1084,05;12,4797
18.06.2026 17:19:40;573,815;8,98021;144,807;1120,45;7,61569;43,8;445,402;59;311,339;1860,92;1133,21;12,7241
18.06.2026 17:19:50;594,939;9,2101;130,837;1162,46;7,61569;43,8;444,783;59;305,008;1870,57;1175,1;12,6456
18.06.2026 17:20:00;623,445;9,60604;88,5203;1122,12;7,61569;43,8;447,222;59;306,263;1879,9;1134,25;12,128
18.06.2026 17:20:10;626,405;9,64495;90,3624;1173,28;7,61569;20,3;476,537;59;328,357;1870,41;1185,96;12,6335
18.06.2026 17:20:20;603,676;9,6729;97,7305;1152,35;7,61569;20,3;459,878;59;333,314;1830,24;1164,87;12,531
18.06.2026 17:20:30;602,878;9,6319;126,518;1129,7;7,61569;20,3;456,733;59;332,554;1758,11;1142,55;12,831
18.06.2026 17:20:40;611,001;9,39533;151,704;1125,55;7,61569;20,3;454,518;59;324,85;1749,86;1138,06;12,5379
18.06.2026 17:20:50;623,197;10,2641;120,291;1183,52;7,61569;20,3;456,091;59;302,055;1786,94;1196;12,4562
18.06.2026 17:21:00;612,632;9,44556;86,7692;1186,22;7,61569;20,3;445,072;59;321,335;1842,57;1198,26;11,9685
18.06.2026 17:21:10;604,318;9,48905;98,2964;1129,95;7,70005;20,3;451,197;59;310,581;1746,73;1141,91;11,9592
18.06.2026 17:21:20;610,675;8,93692;104,836;969,013;7,70005;20,3;444,965;59;322,24;1731,79;980,344;11,3426
18.06.2026 17:21:30;605,269;8,99786;96,5838;1103,42;7,70005;20,3;436,816;59,6;313,773;1649,28;1115,23;11,8128
18.06.2026 17:21:40;601,654;8,62788;121,385;1064,01;7,70005;20,3;435,945;59,6;324,89;1683,6;1075,8;11,7737
18.06.2026 17:21:50;599,231;8,53171;116,326;1134,06;7,70005;20,3;448,737;59,6;317,959;1692,2;1146,48;12,3985
18.06.2026 17:22:00;593,116;8,17328;116,868;1064,85;7,70005;20,3;436,703;59,6;329,73;1691,84;1077,36;12,5074
18.06.2026 17:22:10;598,501;7,31014;133,831;1119,77;7,70005;20,3;439,445;59,6;339,788;1724,69;1132,6;12,8061
18.06.2026 17:22:20;597,289;7,36861;140,342;1103,54;7,70005;20,3;440,067;59,6;343,707;1784,77;1116,22;12,668
18.06.2026 17:22:30;588,831;8,06423;165,176;1192,55;7,70005;20,3;451,421;59,6;331,213;1809,87;1206,15;13,5461
18.06.2026 17:22:40;611,357;7,52492;157,987;1288,43;7,42946;20,3;441,619;59,6;342,964;1856,01;1302;13,5864
18.06.2026 17:22:50;576,898;7,50322;175,086;1239,37;7,42946;20,3;455,634;59,6;336,063;1845,63;1253,21;13,8301
18.06.2026 17:23:00;590,616;7,78751;192,108;1190,16;7,42946;20,3;454,226;59,6;336,687;1945,15;1203,57;13,3628
18.06.2026 17:23:10;608,105;8,27374;168,448;1239,04;7,42946;20,3;464,043;59,6;318,582;1894,62;1252,32;13,3032
18.06.2026 17:23:20;605,938;7,48367;179,637;1189,52;7,42946;20,3;462,112;59,6;327,04;1927,06;1203;13,4836
18.06.2026 17:23:30;578,218;8,16992;189,622;1189,29;7,42946;20,3;467,09;59,6;318,1;1902,61;1202,57;13,2826
18.06.2026 17:23:40;570,784;7,72505;226,583;1116,76;7,42946;20,3;468,245;59,6;325,763;1860,26;1129,87;13,1022
18.06.2026 17:23:50;572,63;8,64033;238,18;1173,17;7,42946;20,3;463,224;59,6;310,632;1855,22;1186,84;13,6773
18.06.2026 17:24:00;558,2;8,51469;251,634;1109,17;7,42946;20,3;472,011;59,6;313,064;1919,98;1122,59;13,4367
18.06.2026 17:24:10;553,281;9,00682;234,507;1168,49;7,74321;20,3;477,288;59,6;308,4;1950,18;1181,77;13,2856
18.06.2026 17:24:20;528,654;9,17728;271,12;1028,9;7,74321;20,3;477,022;59,6;305,382;2000,46;1042,24;13,3138
18.06.2026 17:24:30;545,956;9,09169;249,641;1072,9;7,74321;20,3;472,352;59,6;299,567;1998,66;1085,77;12,8661
18.06.2026 17:24:40;543,072;9,27685;261,938;1046,36;7,74321;20,3;467,813;59,6;303,742;1935,82;1059,29;12,9191
18.06.2026 17:24:50;557,159;9,89791;233,008;971,72;7,74321;20,3;468,109;59,6;293,85;2052,12;984,349;12,6369
18.06.2026 17:25:00;575,288;9,86033;236,172;981,634;7,74321;20,3;468,764;59,6;289,121;1976,49;993,996;12,3667
18.06.2026 17:25:10;561,971;9,5235;233,73;984,443;7,74321;20,3;472,163;59,6;293,001;1963,59;996,977;12,5403
18.06.2026 17:25:20;565,836;9,61592;234,499;896,325;7,74321;20,3;468,892;59,6;301,369;1906,82;908,579;12,2584
18.06.2026 17:25:30;548,441;9,72813;220,808;881,329;7,74321;20,3;460,55;59,6;295,962;1900,95;893,475;12,1676
18.06.2026 17:25:40;549,401;9,46768;216,308;953,277;7,94608;20,3;468,377;59,6;298,782;1938,08;965,186;11,9468
18.06.2026 17:25:50;534,927;9,66433;199,661;993,148;7,94608;20,3;446,343;59,6;291,93;1916,34;1005,55;12,4143
18.06.2026 17:26:00;541,372;9,32994;171,553;957,271;7,94608;20,3;450,734;59,6;304,579;1897,34;969,057;11,7729
18.06.2026 17:26:10;547,933;9,04269;186,925;984,536;7,94608;20,3;454,019;59,6;313,981;1870,99;996,577;12,0239
18.06.2026 17:26:20;553,652;9,32615;191,384;979,68;7,94608;20,3;456,369;59,6;304,809;1865,91;992,022;12,3491
18.06.2026 17:26:30;546,768;8,91315;174,721;1007,07;7,94608;20,3;471,048;59,6;320,889;1829,79;1019,33;12,2509
18.06.2026 17:26:40;573,235;8,72164;191,967;1084,8;7,94608;20,3;474,03;59,6;319,907;1844,94;1097,52;12,7007
18.06.2026 17:26:50;577,867;8,47601;170,341;1010,15;7,94608;20,3;477,7;59,6;317,678;1902,31;1022,5;12,3241
18.06.2026 17:27:00;592,198;8,76931;209,43;1122;7,94608;20,3;466,748;59,6;314,376;1878,16;1134,93;12,9383
18.06.2026 17:27:10;594,68;9,8501;205,393;1079,43;7,56802;20,3;469,982;59,6;298,756;1930,02;1092,28;12,835
18.06.2026 17:27:20;597,693;9,96664;196,13;1149,23;7,56802;20,3;459,712;59,6;296,777;1841,83;1161,98;12,7432
18.06.2026 17:27:30;571,272;9,72421;216,748;1048,68;7,56802;20,3;464,71;59,6;298,153;1868,38;1061,52;12,8387
18.06.2026 17:27:40;588,8;9,67243;217,947;935,319;7,56802;20,3;448,453;35,5;301,99;1817,64;947,631;12,3412
18.06.2026 17:27:50;605,178;9,77489;172,559;889,429;7,56802;20,3;447,166;35,5;297,451;1833,82;901,193;11,7563
18.06.2026 17:28:00;601,707;9,47104;171,912;968,494;7,56802;20,3;461,61;35,5;307,625;1899,62;980,381;11,9027
18.06.2026 17:28:10;586,945;9,67852;140,871;970,978;7,56802;20,3;462,12;35,5;308,51;1903,95;982,987;12,0036
18.06.2026 17:28:20;596,906;9,03833;147,108;944,091;7,56802;20,3;467,445;35,5;320,478;1827,73;956,008;11,9197
18.06.2026 17:28:30;608,241;8,65612;164,022;1062,03;7,56802;20,3;459,907;35,5;322,708;1816,47;1074,08;12,0899
18.06.2026 17:28:40;618,891;8,96362;140,624;1034,34;7,49167;20,3;466,995;35,5;313,862;1809,06;1046,19;11,8582
18.06.2026 17:28:50;624,571;9,47135;138,015;1128,03;7,49167;20,3;481,774;35,5;316,054;1789,01;1140,12;12,0836
18.06.2026 17:29:00;627,19;9,57668;151,113;1084,82;7,49167;20,3;464,644;35,5;303,803;1798,04;1097,01;12,2153
18.06.2026 17:29:10;604,988;9,26222;185,601;1032,37;7,49167;20,3;465,878;35,5;311,953;1748,24;1044,7;12,2994
18.06.2026 17:29:20;620,252;9,13164;206,87;994,613;7,49167;20,3;470,708;35,5;305,601;1708,65;1006,89;12,2596
18.06.2026 17:29:30;612,439;9,41126;174,358;937,454;7,49167;20,3;486,266;35,5;295,781;1756,08;949,343;11,8959
18.06.2026 17:29:40;599,394;8,95732;174,712;1036,88;7,49167;20,3;476,27;35,5;298,511;1796,84;1049,18;12,3221
18.06.2026 17:29:50;605,959;8,25803;190,065;960,233;7,49167;20,3;473,927;35,5;311,099;1868,64;972,392;12,1325
18.06.2026 17:30:00;581,179;8,87162;238,863;927,761;7,49167;20,3;472,963;35,5;292,051;1816,54;940,049;12,3318
18.06.2026 17:30:10;577,383;9,11515;222,435;961,364;7,73096;37;468,683;35,5;274,08;1832,88;973,587;12,2393
18.06.2026 17:30:20;573,107;9,16391;256,579;1051,6;7,73096;37;474,319;35,5;279,289;1836,53;1064,5;12,8752
18.06.2026 17:30:30;557,071;8,83407;274,038;899,317;7,73096;37;472,243;35,5;287,805;1917,75;911,834;12,5385
18.06.2026 17:30:40;562,003;8,73912;265,287;894,58;7,73096;37;462,649;35,5;279,229;1902,05;907,034;12,4707
18.06.2026 17:30:50;545,253;9,36518;278,997;937,111;7,73096;37;471,163;35,5;281,139;1980,96;950,162;13,0153
18.06.2026 17:31:00;561,423;9,35237;228,962;941,654;7,73096;37;470,338;35,5;270,579;2044,86;954,236;12,5835
18.06.2026 17:31:10;566,413;9,05395;232,741;953,616;7,73096;37;463,967;35,5;283,165;2052,81;966,61;13,0048
18.06.2026 17:31:20;555,714;8,89213;263,343;901,346;7,73096;37;461,943;35,5;297,087;2047,48;913,966;12,636
18.06.2026 17:31:30;558,725;8,9855;258,396;915,534;7,73096;37;449,575;35,5;290,757;1968,3;928,163;12,6331
18.06.2026 17:31:40;557,718;9,21077;250,191;998,876;7,70206;37;458,639;35,5;288,469;2048,57;1011,73;12,8578
18.06.2026 17:31:50;547,828;9,50138;232,077;1034,1;7,70206;37;463,61;35,5;292,692;2079,76;1047,39;13,2409
18.06.2026 17:32:00;544,896;9,06834;221,886;992,587;7,70206;37;452,507;35,5;301,544;2050,56;1005,43;12,8618
18.06.2026 17:32:10;540,652;8,3454;242,322;976,042;7,70206;37;468,078;35,5;312,788;2047,42;989,069;13,0332
18.06.2026 17:32:20;544,188;8,93203;212,411;992,096;7,70206;37;466,252;35,5;301,89;2047,78;1004,83;12,7474
18.06.2026 17:32:30;555,223;9,17094;189,438;1104,02;7,70206;37;469,496;35,5;297,351;2038,3;1116,73;12,7379
18.06.2026 17:32:40;553,153;9,1702;198,18;1130,09;7,70206;37;462,553;35,5;305,522;2043,91;1142,93;12,8321
18.06.2026 17:32:50;548,913;10,0994;212,466;1070,44;7,70206;37;465,737;35,5;286,811;2013,38;1083,46;13,0071
18.06.2026 17:33:00;562,351;9,74925;201,371;1071,47;7,70206;37;453,722;35,5;288,992;1921,54;1084,1;12,6483
18.06.2026 17:33:10;579,24;9,70448;170,009;1128,29;7,6608;37;453,432;35,5;289,117;1908,38;1140,86;12,5956
18.06.2026 17:33:20;588,639;9,26916;143,817;984,785;7,6608;37;454,376;35,5;293,455;1977,33;996,643;11,8272
18.06.2026 17:33:30;595,143;9,64343;138,207;1030,19;7,6608;37;461,267;35,5;296,286;1910,77;1042,23;12,0451
18.06.2026 17:33:40;592,254;8,69907;136,207;989,644;7,6608;37;469,542;35,5;305,696;1865,57;1001,51;11,9028
18.06.2026 17:33:50;574,544;8,85145;162,332;1028,78;7,6608;37;452,783;74,6;306,813;1815,54;1041,08;12,2992
18.06.2026 17:34:00;565,538;9,03508;188,478;1045,37;7,6608;37;465,556;74,6;305,626;1810,91;1057,83;12,4096
18.06.2026 17:34:10;566,29;9,26377;185,618;1136,91;7,6608;37;460,917;74,6;298,383;1824,38;1149,67;12,7654
18.06.2026 17:34:20;547,159;9,24274;175,729;1138,49;7,6608;37;453,949;74,6;291,076;1900,46;1151,53;13,0328
18.06.2026 17:34:30;542,95;8,27413;178,721;1122,68;7,6608;37;468,415;74,6;307,735;1948,11;1135,13;12,4466
18.06.2026 17:34:40;538,249;8,99292;178,173;1112,1;7,91737;37;450,776;74,6;293,464;1874,99;1124,71;12,5959
18.06.2026 17:34:50;531,245;8,90744;173,001;1042,07;7,91737;37;455,394;74,6;296,794;1922,77;1054,24;12,1889
18.06.2026 17:35:00;519,704;8,93078;220,285;1196,55;7,91737;37;453,664;74,6;306,373;1887,32;1209,9;13,3546
18.06.2026 17:35:10;518,671;9,06136;213,61;1102,98;7,91737;37;448,236;74,6;292,993;1888,07;1116,04;13,0357
18.06.2026 17:35:20;527,332;8,5971;202,792;1132,08;7,91737;37;447,164;74,6;307,078;1902,55;1145,3;13,2022
18.06.2026 17:35:30;530,013;8,62428;183,351;1161,47;7,91737;37;446,295;74,6;303,605;1982,64;1174,55;13,0995
18.06.2026 17:35:40;521,634;8,42021;170,025;1085,49;7,91737;37;440,5;74,6;308,017;2009,64;1098,09;12,607
18.06.2026 17:35:50;522,699;8,15153;180,903;1171,47;7,91737;37;446,109;74,6;312,443;1981,91;1184,62;13,1424
18.06.2026 17:36:00;526,985;7,64536;157,893;1123,35;7,91737;37;444,488;74,6;326,23;1956,06;1136,04;12,6723
18.06.2026 17:36:10;538,056;7,98433;171,646;1187,29;7,89021;37;449,682;74,6;324,596;1943,95;1200,52;13,22
18.06.2026 17:36:20;531,055;8,03898;188,97;1183,89;7,89021;37;447,522;74,6;320,301;1988,9;1197,32;13,41
18.06.2026 17:36:30;518,108;8,85249;175,885;1279,08;7,89021;37;446,675;74,6;317,785;1943,85;1292,59;13,5209
18.06.2026 17:36:40;510,683;8,77932;221,082;1281,6;7,89021;37;453,5;74,6;322,045;1973,68;1295,57;13,9523
18.06.2026 17:36:50;514,836;9,01645;182,403;1286,36;7,89021;37;454,474;74,6;313,607;1971,71;1300,07;13,7129
18.06.2026 17:37:00;536,167;8,41778;162,124;1242,66;7,89021;37;461,724;74,6;307,045;1985,11;1255,89;13,238
18.06.2026 17:37:10;576,66;8,45564;137,285;1265,31;7,89021;37;455,084;74,6;312,453;2068,36;1278,11;12,7687
18.06.2026 17:37:20;568,791;9,52716;128,372;1174,36;7,89021;37;454,008;74,6;305,471;1970,02;1186,77;12,4146
18.06.2026 17:37:30;544,976;9,09957;140,676;1208,21;7,89021;37;462,77;74,6;309,013;1923,35;1220,82;12,5918
18.06.2026 17:37:40;532,262;9,05971;168,345;1235,56;8,03128;37;461,857;74,6;306,706;1820,74;1248,63;13,0966
18.06.2026 17:37:50;533,137;9,29779;175,867;1160,49;8,03128;37;454,713;74,6;307,101;1785,5;1173,46;12,9677
18.06.2026 17:38:00;557,815;8,85475;151,905;1170,33;8,03128;37;459,19;74,6;305,069;1828,35;1182,75;12,3903
18.06.2026 17:38:10;542,286;9,54825;161,13;1156,25;8,03128;37;460,709;74,6;289,948;1899,11;1168,53;12,2958
18.06.2026 17:38:20;540,416;9,43206;162,6;1149,55;8,03128;37;464,399;74,6;288,68;1899,92;1162,06;12,5205
18.06.2026 17:38:30;547,719;9,42991;156,2;1154,25;8,03128;37;457,542;74,6;307,61;1793,46;1166,82;12,585
18.06.2026 17:38:40;528,329;9,2506;186,085;1018,24;8,03128;37;472,718;74,6;302,243;1822,03;1030,45;12,2081
18.06.2026 17:38:50;520,512;9,43317;184,939;1105,08;8,03128;37;474,644;74,6;294,7;1866,22;1117,52;12,4187
18.06.2026 17:39:00;527,436;9,11943;184,487;1132,04;8,03128;37;471,263;74,6;294,759;1866,55;1144,51;12,4986
18.06.2026 17:39:10;545,502;9,60627;175,192;1155,02;8,05831;37;467,752;74,6;294,07;1896,97;1167,22;12,2133
18.06.2026 17:39:20;529,627;9,82486;194,886;1069,53;8,05831;37;470,329;74,6;279,58;1929,18;1081,88;12,3567
18.06.2026 17:39:30;520,566;9,69296;207,431;1054,53;8,05831;37;465,48;74,6;278,321;1866,73;1066,97;12,4227
18.06.2026 17:39:40;497,324;10,088;206,973;1038,71;8,05831;37;465,32;74,6;272,139;1785,16;1051,21;12,5175
18.06.2026 17:39:50;489,782;9,50686;189,489;1040,95;8,05831;37;466,474;74,6;290,018;1877,4;1052,88;11,9135
18.06.2026 17:40:00;493,995;9,25894;205,825;1013,46;8,05831;37;457,92;25;290,322;1890,8;1025,8;12,3507
18.06.2026 17:40:10;485,594;9,2225;201,252;976,268;8,05831;31;463,082;25;298,457;1905,47;988,274;12,0266
18.06.2026 17:40:20;512,073;8,80864;201,236;1062,44;8,05831;31;456,604;25;300,6;1859,38;1074,79;12,3574
18.06.2026 17:40:30;517,925;8,9046;206,517;998,375;8,05831;31;450,537;25;290,809;1960,15;1010,96;12,5815
18.06.2026 17:40:40;515,629;8,74065;229,987;1051,6;7,91175;31;442,098;25;297,76;1940,43;1064,46;12,8514
18.06.2026 17:40:50;538,701;8,50492;224,14;1068,24;7,91175;31;445,404;25;299,432;1939,72;1081,09;12,8711
18.06.2026 17:41:00;516,886;8,29227;214,618;1074,56;7,91175;31;441,23;25;303,343;1961,28;1087,77;13,2079
18.06.2026 17:41:10;530,05;7,47767;208,34;1051,72;7,91175;31;433,592;25;319,145;2030,2;1064,73;12,9969
18.06.2026 17:41:20;532,366;7,64492;198,08;1085,82;7,91175;31;431,722;25;319,615;1992,95;1099,21;13,415
18.06.2026 17:41:30;544,284;7,7776;196,735;1120,51;7,91175;31;429,047;25;322,846;2037,86;1133,75;13,2164
18.06.2026 17:41:40;545,337;7,76369;208,764;1228,86;7,91175;31;445,965;25;329,853;2022,76;1243;14,1377
18.06.2026 17:41:50;545,995;7,64149;206,213;1181,59;7,91175;31;444,931;25;332,857;2024,67;1195,53;13,9326
18.06.2026 17:42:00;568,752;7,37121;171,988;1193,18;7,91175;31;448,207;25;339,59;2030,61;1206,97;13,7928
18.06.2026 17:42:10;567,263;7,60345;206,09;1232,68;7,65098;31;437,097;25;343,053;2081,65;1246,41;13,7218
18.06.2026 17:42:20;581,052;8,67449;173,356;1270,97;7,65098;31;447,828;25;312,162;2096,57;1284,72;13,7453
18.06.2026 17:42:30;578,682;8,50391;165,25;1286,71;7,65098;31;449,074;25;326,03;1995,55;1300,23;13,5059
18.06.2026 17:42:40;573,31;8,54813;168,298;1344,2;7,65098;31;460,963;25;316,561;1988,73;1358,29;14,0778
18.06.2026 17:42:50;585,242;7,96354;149,98;1176,26;7,65098;31;465,47;25;325,771;1920,01;1189;12,7565
18.06.2026 17:43:00;572,528;8,27905;139,705;1198,34;7,65098;31;470,777;25;311,866;1900,76;1211,25;12,8912
18.06.2026 17:43:10;569,636;8,80947;166,75;1193,55;7,65098;31;465,432;25;316,907;1948,1;1206,23;12,6531
18.06.2026 17:43:20;556,085;8,74997;186,527;1260,91;7,65098;31;458,667;25;296,366;1868,5;1274,07;13,155
18.06.2026 17:43:30;560,979;9,44363;183,387;1215,52;7,65098;31;451,828;25;297,077;1826,32;1228,33;12,7688
18.06.2026 17:43:40;554,662;9,73485;197,961;1234,9;7,79759;31;459,919;25;294,909;1853,88;1248,12;13,2203
18.06.2026 17:43:50;567,646;9,57428;166,107;1098,2;7,79759;31;469,221;25;298,637;1861,6;1110,63;12,4151
18.06.2026 17:44:00;563,729;9,43293;200,231;1035,41;7,79759;31;454,732;25;309,229;1871,1;1048,18;12,8065
18.06.2026 17:44:10;584,196;9,33247;183,463;966,63;7,79759;31;463,466;25;309,755;1902,2;979,016;12,3999
18.06.2026 17:44:20;582,371;9,67414;168,201;1025,14;7,79759;31;460,632;25;303,794;1874,46;1037,27;12,1275
18.06.2026 17:44:30;588,197;10,1663;141,345;1116,62;7,79759;31;451,913;25;298,017;1963,86;1128,78;12,1453
18.06.2026 17:44:40;575,111;9,89619;134,728;1101,19;7,79759;31;450,838;25;301,793;1902,68;1113,4;12,1899
18.06.2026 17:44:50;574,254;9,9108;133,632;1104,52;7,79759;31;446,735;25;297,416;1813,46;1116,53;11,9919
18.06.2026 17:45:00;588,584;10,0671;104,289;1050,76;7,79759;31;453,125;25;301,301;1813,04;1062,3;11,5465
18.06.2026 17:45:10;582,459;9,25842;101,49;1072,63;7,8249;31;451,172;25;311,46;1765,61;1084,29;11,6767
18.06.2026 17:45:20;563,665;9,2091;106,108;1045,56;7,8249;31;442,944;25;307,694;1753,12;1057,37;11,7906
18.06.2026 17:45:30;567,124;8,8884;98,8582;1107,5;7,8249;31;453,584;25;307,97;1730,62;1119,24;11,7508
18.06.2026 17:45:40;574,093;8,67664;86,9105;1144,21;7,8249;31;451,035;25;320,926;1727,99;1156,22;12,026
18.06.2026 17:45:50;557,341;8,51612;110,191;1141,23;7,8249;31;452,017;25;314,856;1733,87;1153,38;12,1516
18.06.2026 17:46:00;579,966;7,89847;128,397;1143,7;7,8249;31;459,843;25;323,268;1725,64;1155,89;12,1625
18.06.2026 17:46:10;579,334;8,42724;149,985;1157,22;7,8249;31;449,548;44,8;308,873;1696,01;1169,88;12,6504
18.06.2026 17:46:20;565,206;8,23096;161,584;1179,46;7,8249;31;441,737;44,8;315,582;1764,31;1192,29;12,8176
18.06.2026 17:46:30;554,891;8,58133;205,324;1198,87;7,8249;31;445,279;44,8;309,055;1777,17;1211,99;13,1369
18.06.2026 17:46:40;524,118;8,87926;203,787;1152,74;7,958;31;441,838;44,8;297,563;1856,57;1165,93;13,1843
18.06.2026 17:46:50;534,152;8,15914;176,71;1185,15;7,958;31;432,339;44,8;310,644;1881,53;1198,19;13,0513
18.06.2026 17:47:00;527,215;7,80779;173,406;1139,23;7,958;31;445,105;44,8;326,451;1918,34;1152,33;13,0987
18.06.2026 17:47:10;524,952;7,48301;185,139;1049,41;7,958;31;448,557;44,8;326,653;1967,42;1062,17;12,7526
18.06.2026 17:47:20;515,707;7,73592;172,017;1204,65;7,958;31;453,162;44,8;318,125;1951,24;1218,04;13,3657
18.06.2026 17:47:30;528,201;7,15159;178,77;1222,03;7,958;31;448,806;44,8;336,17;1964,66;1235,4;13,3665
18.06.2026 17:47:40;517,9;7,81626;214,174;1297,77;7,958;31;459,664;44,8;316,436;1966,58;1311,6;13,8032
18.06.2026 17:47:50;526,771;8,16449;215,924;1231,8;7,958;31;447,148;44,8;317,105;1994,68;1245,73;13,9357
18.06.2026 17:48:00;537,638;8,30198;205,713;1304,52;7,958;31;444,817;44,8;315,5;1952,14;1318,4;13,8494
18.06.2026 17:48:10;515,812;8,51802;233,005;1230,75;7,96314;31;442,925;44,8;311,548;2035,87;1244,32;13,578
18.06.2026 17:48:20;533,15;8,83397;201,284;1197,85;7,96314;31;441,409;44,8;309,137;2039,36;1211,25;13,4262
18.06.2026 17:48:30;538,76;7,99655;178,083;1208,81;7,96314;31;447,289;44,8;318,981;1982,98;1222,13;13,3291
18.06.2026 17:48:40;528,714;8,11184;181,319;1178,31;7,96314;31;458,42;44,8;323,252;2025,44;1191,41;13,0846
18.06.2026 17:48:50;529,238;8,83771;172,6;1109,3;7,96314;31;457,675;44,8;321,483;1994,55;1122,01;12,6933
18.06.2026 17:49:00;532,788;8,90045;184,329;1219,38;7,96314;31;453,353;44,8;323,745;1947,75;1232,48;13,1157
18.06.2026 17:49:10;535,138;8,55707;211,396;1238,07;7,96314;31;446,824;44,8;313,316;1965,86;1251,74;13,6993
18.06.2026 17:49:20;540,7;8,86441;196,098;1237,1;7,96314;31;453,531;44,8;310,645;1936,44;1250,52;13,392
18.06.2026 17:49:30;571,414;9,08845;132,298;1224,09;7,96314;31;449,792;44,8;306,023;1944,64;1236,72;12,6397
18.06.2026 17:49:40;575,81;8,51907;135,409;1219,12;7,85488;31;434,463;44,8;314,888;2008,21;1231,61;12,5161
18.06.2026 17:49:50;555,554;8,63184;148,101;1155,74;7,85488;31;431,366;44,8;320,212;1938,67;1168,57;12,8352
18.06.2026 17:50:00;544,613;8,53249;150,017;1122,29;7,85488;31;430,471;44,8;323,861;1801,59;1134,84;12,5345
18.06.2026 17:50:10;538,75;8,26216;131,758;1171,69;7,85488;61,3;448,456;44,8;298,165;1806,3;1184,23;12,5534
18.06.2026 17:50:20;508,261;7,77735;152,572;1216,02;7,85488;61,3;452,393;44,8;303,436;1867,12;1228,73;12,7321
18.06.2026 17:50:30;517,325;7,46983;120,709;1221,84;7,85488;61,3;449,553;44,8;308,88;1871,33;1234,49;12,6691
18.06.2026 17:50:40;502,181;7,8601;108,094;1292,46;7,85488;61,3;463,13;44,8;315,057;1859,66;1305,05;12,6027
18.06.2026 17:50:50;493,651;8,58205;122,902;1392,01;7,85488;61,3;461,816;44,8;295,018;1924,92;1404,8;12,7983
18.06.2026 17:51:00;505,443;9,08556;132,317;1374,74;7,85488;61,3;455,043;44,8;289,892;1866,26;1387,96;13,2214
18.06.2026 17:51:10;497,145;9,09264;177,495;1431,81;8,19855;61,3;463,547;44,8;296,738;1887,21;1445,46;13,6633
18.06.2026 17:51:20;481,615;9,87966;176,192;1295,05;8,19855;61,3;471;44,8;269,316;1866,43;1308,23;13,1793
18.06.2026 17:51:30;494,483;10,4162;168,578;1245,06;8,19855;61,3;455,28;44,8;270,061;1914,86;1258,17;13,1161
18.06.2026 17:51:40;519,016;9,86437;175,68;1221,1;8,19855;61,3;465,255;44,8;282,902;1960,65;1233,98;12,8915
