RunNo	Step	AI-784.PV	AT-557.PV	AT-690.PV	LT-819.PV	TT-394.PV	TT-453.PV	TT-350.PV	AI-457.PV	AT-773.PV	TT-395.PV	FT-840.PV	TT-813.PV	FV-461.OP	LT-216.PV	HS-290.SP	FT-723.PV	AT-401.PV	FV-878.OP	PT-486.PV	LT-303.PV	AT-265.PV	FT-547.PV	TT-300.PV	FY-418.CV	FY-180.CV	LT-635.PV	ST-522.PV	PT-891.PV	LT-815.PV	PT-464.PV	FV-245.OP	ST-604.PV	FV-696.OP	fault_class
1	408	3.05086	217.983	3.04301	979.658	4.50309	6.07133	158.911	-0.187385	2.65203	206.104	4.34208	30.029	35.2	1691.43	10.4	67.8982	493.312	22.3	130.307	378.878	2.73908	198.311	2224.59	219.574	5.38975	1.89756	713.13	60.5809	10.1698	162.008	37.7	9.20102	36.9	6
1	409	3.05086	288.998	2.95707	978.959	4.37766	18.1274	146.245	-0.187385	2.65275	216.386	4.28567	30.7831	35.2	1628.65	10.4	56.6315	487.895	22.3	136.141	372.759	2.71795	201.071	2251.33	216.423	5.37083	1.83597	703.85	61.2901	10.1419	160.305	37.7	9.23146	36.9	6
1	410	3.05086	238.099	2.8033	1006.15	4.33748	4.07797	147.814	-0.187385	2.63562	212.969	4.47746	31.3578	35.2	1559.67	10.4	61.0754	479.099	22.3	139.718	377.928	2.70014	201.443	2299.12	211.269	5.33606	1.87504	690.699	59.7271	9.80242	159.195	37.7	8.30613	36.9	6
1	411	3.05086	163.386	3.03098	978.133	4.48018	-4.62127	165.024	-0.187385	2.65157	212.477	4.33388	32.6299	35.2	1553.83	10.4	64.2087	487.161	22.3	141.553	372.365	2.68186	205.472	2296.45	203.885	5.33623	1.79825	691.873	57.1822	9.80121	179.714	37.7	9.22608	36.9	6
1	412	3.05086	90.8353	3.17561	951.411	4.38667	-2.09638	144.987	-0.187385	2.74329	205.041	4.31373	32.7399	35.2	1615.75	10.4	58.4734	483.579	22.3	138.128	387.186	2.70721	205.713	2232.96	231.887	5.45302	1.82113	715.344	55.549	9.53223	175.194	37.7	9.10474	36.9	6
1	413	3.05086	-134.095	3.00712	993.534	4.38777	-13.0304	156.474	-0.187385	2.68985	208.064	4.20058	32.5737	35.2	1595.81	10.4	51.7462	475.177	22.3	153.383	378.452	2.68958	200.908	2233.38	228.15	5.37917	1.83764	703.866	55.3428	10.0113	223.587	37.7	9.47953	36.9	6
1	414	3.05086	-103.248	2.88535	1024.45	4.5477	-16.555	170.806	-0.187385	2.62374	205.884	4.2792	31.4925	35.2	1694.7	10.4	50.6371	479.563	22.3	153.108	353.296	2.73558	200.246	2221.4	227.214	5.35874	1.86397	707.689	56.4017	9.82194	227.196	70.4	9.49204	36.9	6
1	415	3.02063	-38.6224	2.82044	949.261	4.48715	-18.7925	163.118	-0.256334	2.68806	211.019	4.27639	32.5478	35.2	1794.06	10.4	53.6792	491.401	22.3	167.032	363.923	2.65931	198.652	2208.28	237.596	5.34905	1.85641	728.453	58.8628	9.9025	222.892	70.4	9.29761	36.9	6
1	416	3.02063	41.7416	2.7634	967.349	4.3762	-30.6384	162.538	-0.256334	2.71314	201.917	4.0923	31.5823	35.2	1818.37	10.4	53.0062	487.362	22.3	162.171	363.261	2.67643	201.793	2257.28	222.674	5.38913	1.94425	709.671	56.8301	10.3666	206.622	70.4	9.80407	36.9	6
1	417	3.02063	-9.45558	2.89217	992.888	4.50034	-32.4677	178.838	-0.256334	2.69411	209.376	4.16798	32.3321	35.2	1725.44	10.4	57.7673	478.938	22.3	151.232	353.271	2.65042	202.56	2280.88	236.865	5.34447	1.9159	715.748	56.4713	10.3497	195.844	70.4	9.91015	36.9	6
1	418	3.02063	36.9257	2.93225	937.583	4.48207	-32.1766	174.123	-0.256334	2.75049	214.567	4.41213	30.3217	35.2	1757.3	10.4	68.7758	471.989	22.3	138.651	357.542	2.65202	198.859	2244.06	243.304	5.39947	2.0246	714.856	58.2852	10.2549	182.941	70.4	10.3238	36.9	6
1	419	3.02063	-36.946	2.84097	918.594	4.58695	-18.1551	179.337	-0.256334	2.74067	204.191	4.2289	29.451	35.2	1752.94	10.4	69.9509	483.747	22.3	138.553	359.714	2.67153	203.514	2228.41	245.111	5.41443	2.06825	728.9	59.1803	10.3022	204.846	70.4	11.2686	36.9	6
1	420	3.02063	123.582	2.85649	874.687	4.52011	-15.2463	169.396	-0.256334	2.70664	185.38	4.28253	28.6518	35.2	1676.24	10.4	65.636	485.01	22.3	144.945	358.756	2.61284	197.399	2214.53	251.869	5.31939	2.08426	737.587	58.2894	10.1437	152.332	70.4	10.8014	36.9	6
1	421	3.02063	367.539	2.71174	901.642	4.47505	-20.5167	188.904	-0.256334	2.70397	203.554	4.2852	28.2747	35.2	1746.7	10.4	63.1454	480.132	22.3	137.55	351.453	2.5151	198.003	2244.46	242.521	5.21973	2.21508	722.441	62.4766	10.0792	120.765	70.4	10.316	36.9	6
1	422	3.02063	339.148	2.74143	896.95	4.50608	-8.90677	182.318	-0.256334	2.75794	207.654	4.30793	28.8747	35.2	1636.15	10.4	68.5196	479.167	22.3	134.233	348.609	2.5802	200.669	2236.92	256.487	5.3392	2.09689	735.746	61.525	10.1279	114.451	70.4	9.38295	36.9	6
1	423	3.02063	466.714	2.57432	924.118	4.40112	-15.8685	186.47	-0.256334	2.78101	198.64	4.52008	29.8256	35.2	1426.76	10.4	62.8261	469.933	22.3	142.937	354.819	2.5536	193.348	2227.61	267.664	5.33315	1.99641	737.639	58.0847	9.77497	83.0596	70.4	9.01207	36.9	6
1	424	2.68819	367.751	2.55162	893.941	4.51605	-20.4158	169.702	-0.257886	2.76276	204.277	4.31458	30.5798	35.2	1494.52	10.4	67.2279	463.58	22.3	139.653	351.469	2.65437	192.251	2241.86	263.862	5.41933	1.98798	728.269	55.7702	9.23193	98.2542	70.4	9.09532	36.9	6
1	425	2.68819	253.663	2.66381	877.18	4.54517	-15.6831	168.344	-0.257886	2.7485	208.722	4.51312	30.416	35.2	1408.63	10.4	55.2107	460.578	22.3	153.133	347.216	2.62987	191.562	2206.14	263.208	5.37833	2.04495	723.711	58.01	9.27439	134.846	70.4	8.60643	36.9	6
1	426	2.68819	238.92	2.50401	935.081	4.59391	-20.6022	156.566	-0.257886	2.71447	224.358	4.44223	29.6858	35.2	1432.62	10.4	46.0514	457.717	22.3	150.003	343.316	2.61834	190.13	2196.41	262.901	5.33198	1.98183	720.817	58.5135	9.09511	156.281	70.4	8.24911	36.9	6
1	427	2.68819	178.918	2.43817	890.473	4.55625	-12.3866	144.559	-0.257886	2.69867	219.18	4.46459	28.8095	61	1547.09	10.4	48.9594	458.089	49.4	153.874	351.311	2.61844	189.178	2170.39	246.799	5.31687	2.01219	705.263	57.4242	9.1946	136.674	70.4	8.45158	36.9	6
1	428	2.68819	382.521	2.52358	882.266	4.524	-10.614	143.647	-0.257886	2.79738	215.961	4.3247	29.4096	61	1752.46	10.4	41.9234	441.102	49.4	144.158	352.059	2.65662	191.427	2133.79	268.225	5.45772	1.95119	709.506	61.7792	9.26061	107.304	70.4	8.30039	36.9	6
1	429	2.68819	352.657	2.4874	900.549	4.39774	-5.04987	131.363	-0.257886	2.75944	212.539	4.33204	29.4614	61	1772.68	10.4	47.983	447.159	49.4	129.829	362.839	2.72683	190.291	2045.73	247.795	5.48988	1.93927	694.862	57.3415	9.49612	115.217	70.4	8.56191	36.9	6
1	430	2.68819	361.413	2.58916	893.392	4.48482	-2.42943	129.583	-0.257886	2.73617	220.352	4.18784	29.1205	61	1647.39	10.4	53.0921	437.799	49.4	128.907	362.917	2.71343	203.032	2027.14	249.015	5.44908	1.97464	686.551	56.6053	9.1681	124.437	70.4	8.49426	36.9	6
1	431	2.68819	332.534	2.50941	899.092	4.45731	5.54504	123.586	-0.257886	2.78822	225.429	4.17222	29.5265	61	1626.31	10.4	54.9248	438.612	49.4	127.054	360.816	2.73254	200.911	2024.36	238.007	5.52412	1.96344	676.956	57.0189	8.87454	143.23	70.4	8.17065	36.9	6
1	432	2.68819	390.936	2.51985	906.593	4.52576	12.1015	101.084	-0.257886	2.72835	199.377	4.14857	29.5947	61	1631.72	10.4	57.0867	450.882	49.4	129.93	366.829	2.76286	200.026	1999.13	218.144	5.49229	1.93127	668.971	55.1836	8.628	116.704	70.4	7.54765	36.9	6
1	433	2.67735	385.683	2.34435	961.549	4.49734	9.00355	112.948	-0.361889	2.74162	211.697	4.04635	30.0356	61	1666.17	10.4	48.1724	448.978	49.4	126.247	368.677	2.7445	194.875	1997.96	195.328	5.4862	1.76038	643.88	54.437	8.82281	155.489	70.4	7.0341	36.9	6
1	434	2.67735	337.122	2.63467	947.351	4.49167	12.1675	112.057	-0.361889	2.76017	221.66	3.99616	30.4706	61	1575.13	10.4	46.1689	443.073	49.4	120.642	368.934	2.78105	202.466	2039.44	217.186	5.54397	1.78684	660.779	54.1543	8.77848	143.865	70.4	7.21236	36.9	6
1	435	2.67735	181.437	2.53742	939.522	4.49996	16.7217	107.312	-0.361889	2.82414	221.803	3.92392	30.0925	61	1671.88	10.4	49.4525	441.989	49.4	118.477	388.374	2.79586	200.055	2045.43	216.306	5.62498	1.75055	657.819	54.7318	8.76064	197.667	70.4	6.88438	36.9	6
1	436	2.67735	157.648	2.55022	946.661	4.62681	10.8282	122.075	-0.361889	2.77267	218.795	3.70636	28.8958	61	1640.07	10.4	46.4809	439.232	49.4	125.534	379.135	2.85705	198.959	1997.96	211.574	5.6325	1.74143	651.121	55.6663	8.86402	206.776	70.4	6.65036	36.9	6
1	437	2.67735	256.207	2.51725	925.891	4.52017	1.03369	122.472	-0.361889	2.73058	220.699	3.86864	30.2799	61	1774.44	10.4	42.9191	444.061	49.4	127.49	381.443	2.85131	198.267	1997.68	229.181	5.58454	1.68816	672.62	55.8941	8.86892	206.779	70.4	6.23794	36.9	6
1	438	2.67735	355.063	2.53276	948.353	4.59666	11.2613	125.238	-0.361889	2.7904	210.526	3.81567	31.0863	61	1784.41	10.4	47.6755	445.799	49.4	119.428	385.834	2.92744	201.605	1987.98	224.782	5.71274	1.66025	670.654	53.583	9.08539	140.081	70.4	6.09862	36.9	6
1	439	2.67735	222.846	2.5758	980.095	4.52293	12.7913	136.521	-0.361889	2.75088	201.955	3.68898	30.7444	61	1720.69	10.4	48.1678	455.333	49.4	121.215	375.014	2.86669	205.084	2024.11	219.677	5.61529	1.58005	675.126	54.7256	9.00374	175.92	70.4	6.93768	34.6	6
1	440	2.67735	73.8469	2.53266	966.11	4.54609	5.89329	122.364	-0.361889	2.7703	205.579	3.98129	30.991	61	1631.61	10.4	56.1588	444.492	49.4	102.816	370.241	2.94328	204.036	2029.82	239.174	5.71015	1.62155	683.312	54.2126	8.93598	200.096	70.4	7.24986	34.6	6
1	441	2.67735	162.529	2.61057	931.221	4.57606	27.3946	147.276	-0.361889	2.78871	202.504	3.91116	29.7217	61	1735.92	10.4	55.7216	446.88	49.4	103.934	370.736	2.90279	202.931	2018.28	235.003	5.69111	1.73435	682.103	53.9464	8.81861	237.576	70.4	7.20142	34.6	6
1	442	3.0317	152.376	2.59487	947.036	4.5012	30.8363	135.117	0.0889174	2.79909	191.989	4.01548	30.2248	61	1783.67	10.4	55.9428	459.035	49.4	111.034	363.288	2.88017	204.561	1986.72	229.605	5.67942	1.71166	689.647	51.1433	8.98232	202.233	70.4	6.68777	34.6	6
1	443	3.0317	216.557	2.64581	978.594	4.42623	32.3593	120.488	0.0889174	2.78139	201.175	4.09658	32.2067	61	1753.01	10.4	49.0456	456.37	49.4	107.637	366.491	2.86216	208.984	2025.99	233.384	5.63748	1.61098	688.586	50.1688	9.21379	233.183	70.4	7.6559	34.6	6
1	444	3.0317	84.749	2.80446	993.712	4.51172	28.2129	140.958	0.0889174	2.75456	194.853	4.08283	31.5772	61	1801.42	10.4	50.4775	462.977	49.4	116.219	359.008	2.92849	210.309	2061.02	210.298	5.68317	1.73526	673.202	49.9019	9.06542	239.563	70.4	6.68945	34.6	6
1	445	3.0317	-27.2383	2.75274	973.37	4.52423	22.509	148.111	0.0889174	2.77829	186.405	4.27391	32.2757	61	1794.37	10.4	57.8772	451.679	49.4	113.656	363.382	2.8452	207.957	2077.95	235.191	5.62356	1.47544	686.867	50.3369	9.25615	257.347	70.4	6.46349	34.6	6
1	446	3.0317	29.6437	2.76806	1022.22	4.46653	23.9881	151.868	0.0889174	2.78128	191.475	4.16959	32.3742	61	1828.53	10.4	56.87	468.748	49.4	112.919	371.664	3.00553	208.61	2074.24	232.098	5.78318	1.45859	700.655	50.0165	9.41938	255.293	70.4	6.08328	34.6	6
1	447	3.0317	-62.5037	2.71072	1016.03	4.4534	23.3816	146.278	0.0889174	2.76537	198.199	4.01309	32.9405	61	1916.96	10.4	60.4319	477.362	49.4	121.069	362.924	2.95467	207.674	2062.66	224.246	5.71556	1.43894	701.442	50.7214	9.52226	252.232	70.4	6.37558	34.6	6
1	448	3.0317	-77.1054	2.81156	982.705	4.50885	23.7859	153.728	0.0889174	2.71044	196.052	4.2345	33.4434	61	1865.03	10.4	55.4212	475.318	49.4	120.636	361.523	3.01636	204.284	2132	222.795	5.72675	1.50175	697.967	49.9409	9.87967	259.083	70.4	6.90063	34.6	6
1	449	3.0317	-123.534	2.72888	1046.54	4.39244	16.0296	140.298	0.0889174	2.7102	198.658	4.32514	33.6582	61	1954.15	10.4	57.0954	465.463	49.4	123.965	358.92	2.94284	203.446	2152.51	233.694	5.65343	1.69759	699.652	50.6027	9.87853	277.733	70.4	6.48558	34.6	6
1	450	3.0317	-129.118	2.6103	1020.36	4.47007	8.45385	138.761	0.0889174	2.68416	183.095	4.33424	33.539	61	1945.61	10.4	61.7022	463.07	49.4	115.921	356.457	2.88883	199.237	2124.87	229.161	5.57059	1.624	692.795	50.3936	10.114	284.843	70.4	5.86181	34.6	6
1	451	3.09719	-288.43	2.6012	1054	4.36702	22.0242	126.933	-0.133403	2.70093	185.897	4.23625	33.4825	61	2031.25	10.4	62.3787	458.672	49.4	119.485	354.977	2.92598	196.379	2113.4	237.067	5.62761	1.60745	694.88	52.6722	10.2832	290.512	70.4	6.0977	34.6	6
1	452	3.09719	-238.782	2.61181	1013.53	4.33814	15.6266	151.784	-0.133403	2.6965	158.262	4.2712	32.8271	61	2043.3	10.4	64.7438	456.293	49.4	113.161	360.069	2.91956	200.551	2110.69	238.176	5.61543	1.67719	694.482	52.9027	10.3034	300.611	70.4	6.5595	34.6	6
1	453	3.09719	-175.413	2.72237	1025.85	4.3957	17.3974	131.442	-0.133403	2.65625	169.033	4.17205	32.2507	61	2092.7	10.4	67.9254	449.29	49.4	108.101	358.258	2.90876	202.734	2073.18	245.256	5.56527	1.60269	694.656	55.7919	10.2313	288.63	70.4	7.42263	34.6	6
1	454	3.09719	-106.331	2.73755	1015.72	4.33517	27.9606	120.824	-0.133403	2.6905	184.495	4.17567	34.0017	61	2063.93	10.4	71.373	435.007	49.4	105.261	369.013	2.85645	201.245	2045.62	250.018	5.54901	1.768	684.793	53.2821	10.5246	264.025	70.4	6.48286	34.6	6
1	455	3.09719	-19.9146	2.60723	1022.33	4.38921	31.3312	121.209	-0.133403	2.69829	156.91	4.10041	32.187	61	2096.95	10.4	70.1538	448.833	49.4	100.925	361.36	2.83131	193.308	1990	209.618	5.52673	1.72228	658.092	53.2882	10.2734	231.119	70.4	6.54788	34.6	6
1	456	3.09719	-190.669	2.56686	1045.39	4.37846	28.9542	124.521	-0.133403	2.66115	149.996	4.20681	31.7914	61	1981.09	10.4	74.0408	452.538	49.4	107.301	368.83	2.87636	198.035	1964.48	213.222	5.5383	1.78438	665.483	55.0587	10.0657	285.417	70.4	6.09042	34.6	6
1	457	3.09719	-120.986	2.65904	1030.61	4.26836	29.7733	117.633	-0.133403	2.62929	137.682	4.06457	33.2161	61	1890.79	10.4	72.852	438.015	49.4	113.182	380.725	2.8364	194.192	1998.96	239.148	5.46642	1.8308	676.591	53.16	9.71972	286.113	70.4	5.95014	34.6	6
1	458	3.09719	39.9116	2.69114	1022.39	4.35873	19.4298	119.297	-0.133403	2.63954	151.215	3.96381	31.5501	61	2044.63	10.4	73.4928	425.898	49.4	115.23	362.292	2.84784	194.156	2049.15	235.545	5.48871	1.76822	662.279	57.0243	9.57519	240.124	70.4	5.95933	34.6	6
1	459	3.09719	-171.347	2.5711	1003.15	4.33461	18.6497	129.26	-0.133403	2.63239	164.446	3.98706	32.7593	61	1973.72	10.4	69.5066	432.789	49.4	120.483	368.452	2.86953	193.432	2015.14	239.556	5.50252	1.74511	671.921	56.3244	10.0138	290.73	70.4	5.48756	34.6	6
1	460	3.03979	30.4099	2.49794	1014.47	4.30942	9.45371	137.083	-0.192579	2.58828	156.662	3.94801	31.3413	61	1878.68	10.4	64.7625	432.063	49.4	124.783	377.183	2.87281	188.531	1938.13	239.235	5.46217	1.70205	670.745	57.7677	10.0945	241.862	70.4	5.13732	34.6	6
1	461	3.03979	-15.8636	2.50113	964.022	4.51791	-6.30879	134.449	-0.192579	2.59975	157.466	3.83533	31.2149	61	1996.44	10.4	73.8063	422.523	49.4	131.659	375.516	2.87032	185.79	1948.03	260.997	5.4727	1.76604	683.436	58.2594	9.67522	262.42	70.4	5.42306	34.6	6
1	462	3.03979	52.3435	2.56502	985.509	4.50888	-13.5887	128.427	-0.192579	2.59395	143.775	3.90962	30.2539	61	1885.1	10.4	69.4151	413.109	49.4	133.021	377.443	2.87974	189.553	1922.17	271.367	5.47749	1.74454	684.308	60.4413	9.5851	225.654	70.4	5.63549	34.6	6
1	463	3.03979	121.824	2.46776	1005.46	4.55991	-9.02065	142.647	-0.192579	2.62229	161.124	4.02516	29.7295	61	1980.2	10.4	64.3654	418.74	49.4	136.634	372.712	2.82482	195.641	1957.12	253.571	5.4455	1.65916	672.779	61.0445	9.30331	183.723	70.4	6.32384	34.6	6
1	464	3.03979	196.326	2.34261	960.012	4.47268	-12.1477	158.75	-0.192579	2.65269	172.659	4.0466	28.9699	61	1890.32	10.4	71.5592	404.02	49.4	149.814	376.074	2.88409	194.431	1905.11	289.869	5.53877	1.76825	693.961	59.9826	9.28275	133.662	70.4	6.83926	34.6	6
1	465	3.03979	238.28	2.34343	979.231	4.54473	-20.5304	183.889	-0.192579	2.7231	167.625	4.10317	30.5393	61	1829.25	10.4	65.0033	417.856	49.4	153.684	370.862	2.84427	190.389	1851.24	293.597	5.57278	1.85081	711.757	59.6298	9.18931	125.121	70.4	7.27136	34.6	6
1	466	3.03979	296.226	2.29987	1003.2	4.55678	-29.7111	187.03	-0.192579	2.73267	160.329	4.08852	29.9115	61	1757.89	10.4	66.8385	431.82	49.4	156.887	361.525	2.78133	188.997	1821.83	297.122	5.51917	1.92825	729.768	57.9195	8.94682	131.338	70.4	6.76616	34.6	6
1	467	3.03979	190.952	2.392	1005.13	4.5604	-31.0275	181.365	-0.192579	2.7336	170.933	4.13878	28.995	61	1723.92	10.4	58.8594	417.024	49.4	162.494	360.605	2.75465	191.826	1888.46	326.376	5.48868	1.9693	743.404	57.0858	8.45885	146.129	70.4	7.28864	34.6	6
1	468	3.03979	339.179	2.39279	1018.22	4.42285	-30.8634	169.786	-0.192579	2.72842	161.797	4.33174	28.9372	61	1703.4	10.4	61.4818	420.927	49.4	156.241	338.794	2.74887	191.834	1950.91	316.318	5.47891	2.01244	737.822	55.8349	8.29471	107.18	70.4	7.79955	34.6	6
1	469	3.00584	367.587	2.30063	1007.31	4.46951	-23.8691	173.514	-0.278785	2.74426	158.254	4.59288	28.6386	61	1798.33	10.4	52.3294	408.239	49.4	158.672	335.155	2.7421	194.568	1903.2	318.365	5.48652	2.04423	726.445	58.5261	8.51478	88.5584	70.4	8.30879	34.6	6
1	470	3.00584	372.059	2.41406	994.895	4.47092	-28.7903	176.461	-0.278785	2.71847	180.136	4.66009	30.4999	61	1653.13	10.4	53.9436	412.077	49.4	155.149	344.409	2.68596	192.899	1907.21	320.007	5.40322	2.09187	732.185	55.6154	8.92095	90.0066	70.4	8.71273	34.6	6
1	471	3.00584	434.153	2.3512	985.684	4.6106	-21.6612	168.943	-0.278785	2.79014	168.269	4.61458	28.8888	61	1653.16	10.4	54.1279	418.691	49.4	157.514	340.509	2.65156	194.247	1886.37	315.759	5.44447	2.16161	734.551	56.5699	8.58988	82.9919	70.4	8.5083	34.6	6
1	472	3.00584	255.576	2.37326	999.571	4.65004	-28.1358	159.258	-0.278785	2.73322	158.551	4.52036	28.7856	61	1601.09	10.4	55.2566	425.486	49.4	153.978	348.419	2.6341	193.525	1915.21	299.794	5.37044	2.1609	725.525	55.4981	8.35959	128.907	70.4	8.0888	34.6	6
1	473	3.00584	330.711	2.15667	993.671	4.57575	-21.6935	143.044	-0.278785	2.71909	158.69	4.5777	29.9696	61	1581.69	10.4	51.265	415.04	49.4	157.453	349.193	2.63679	189.676	1908.58	297.406	5.3584	2.09148	712.366	56.3228	8.09706	135.138	64.7	7.47584	34.6	6
1	474	3.00584	413.901	2.28436	1003.53	4.54237	-26.1803	151.126	-0.278785	2.73503	144.29	4.62449	30.421	61	1762	10.4	45.6578	430.225	49.4	164.093	351.21	2.66948	193.289	1907.42	275.56	5.40482	2.04448	705.366	56.0788	8.23897	93.2567	64.7	7.63998	34.6	6
1	475	3.00584	223.144	2.29436	1019.07	4.54952	-20.5592	173.6	-0.278785	2.78961	155.299	4.64258	30.251	61	1713.22	10.4	44.7248	416.566	49.4	160.435	347.431	2.69873	194.66	1925.72	291.998	5.49204	1.9837	708.401	54.5033	8.62731	153.553	64.7	7.99906	34.6	6
1	476	3.00584	267.282	2.2643	995.079	4.59777	-10.9765	174.625	-0.278785	2.79895	161.225	4.39419	29.7993	61	1641.09	10.4	40.1095	405.387	49.4	152.209	356.647	2.706	189.994	1933.88	312.485	5.50505	2.00814	717.905	54.3765	8.57948	152.257	64.7	7.11448	34.6	6
1	477	3.00584	182.939	2.14756	958.387	4.50872	-8.03477	177.251	-0.278785	2.76196	153.106	4.31129	30.0082	61	1716.08	10.4	52.4119	428.664	49.4	150.838	359.709	2.68032	188.899	1925.36	297.428	5.44166	2.00392	726.325	54.5034	8.47223	150.303	64.7	7.19683	34.6	6
1	478	3.15796	257.348	2.37836	932.546	4.54421	-13.1691	183.571	0.0315554	2.73738	143.488	4.35535	29.9214	61	1746.83	10.4	48.6625	419.298	49.4	156.163	354.6	2.7158	194.355	1861.13	312.051	5.44808	1.97556	731.367	53.8574	8.86608	150.867	64.7	7.60831	34.6	6
1	479	3.15796	365.654	2.54616	915.342	4.43994	-21.8909	179.439	0.0315554	2.78141	159.224	4.48302	30.2374	61	1742.77	10.4	44.1002	405.569	49.4	159.212	350.045	2.70101	200.44	1895.25	335.156	5.48674	2.02898	740.535	53.6065	8.7343	103.484	64.7	8.10234	34.6	6
1	480	3.15796	185.936	2.60862	905.858	4.47622	-32.907	186.204	0.0315554	2.77475	162.125	4.56035	29.8437	61	1733.26	10.4	54.8748	407.784	49.4	164.146	349.514	2.74522	206.493	1911.99	330.892	5.52315	1.97231	737.645	54.3372	8.56995	164.421	64.7	8.59318	34.6	6
2	1	3.26706	91.5362	2.70612	1019.14	4.57505	1.74572	200.296	0.645429	2.74604	168.201	5.13633	29.5893	27.7	1998.15	10.4	54.2116	465.379	75	128.249	333.243	2.89554	219.864	2340.9	323.876	5.64289	1.86549	789.124	56.0821	9.2837	178.985	44.6	8.28911	44.2	5
2	2	3.26706	112.507	2.7033	1023.52	4.57085	2.87824	199.943	0.645429	2.73051	164.486	5.26981	29.9639	27.7	1989.09	10.4	54.7857	464.874	75	130.173	326.362	2.9246	218.57	2358.35	328.293	5.65248	1.82875	793.307	56.3785	9.25879	147.286	44.6	8.33654	44.2	5
2	3	3.26706	79.6649	2.65894	1035.71	4.54174	-2.81156	204.15	0.645429	2.74652	171.232	5.23457	30.2767	27.7	2026.6	10.4	55.6814	467.419	75	137.76	322.965	2.92614	219.359	2346.7	328.361	5.67385	1.8366	794.916	57.5543	9.48493	169.585	44.6	8.34916	44.2	5
2	4	3.26706	91.5058	2.72475	1044.87	4.64558	-8.44941	185.778	0.645429	2.75275	171.695	5.16572	29.2189	27.7	1988.54	10.4	56.6849	459.768	75	129.176	334.476	2.93674	214.391	2350.56	340.906	5.68848	1.79245	802.403	58.923	9.43938	168.531	44.6	8.17049	44.2	5
2	5	3.26706	184.921	2.65778	1055.99	4.64504	1.33527	182.921	0.645429	2.75916	166.592	5.23238	29.2824	27.7	1992.04	10.4	54.1358	465.336	75	128.717	325.88	2.91641	214.747	2346.91	309.432	5.67147	1.74921	774.491	57.9875	9.41349	157.394	44.6	8.05298	44.2	5
2	6	3.26706	220.166	2.7048	1033.89	4.65584	6.85269	176.607	0.645429	2.76076	162.167	5.20717	27.6458	27.7	1973.86	10.4	55.7802	461.939	75	130.465	329.71	2.92915	218.055	2353.07	315.567	5.69099	1.7627	777.105	60.4276	9.45319	152.279	44.6	8.30104	44.2	5
2	7	3.26706	193.708	2.6842	1006.95	4.52593	10.0117	181.434	0.645429	2.76685	171.885	5.25507	28.5262	27.7	1962.84	10.4	53.6147	460.22	75	121.555	341.856	2.91514	221.266	2351.37	307.578	5.68471	1.85603	767.104	59.5673	9.36635	157.406	44.6	8.9353	44.2	5
2	8	3.26706	368.643	2.73945	1027.76	4.5151	16.8022	168.518	0.645429	2.77528	166.653	4.96062	28.5903	27.7	1946.46	10.4	56.083	459.544	75	124.308	339.598	2.88613	220.201	2370.57	309.298	5.66201	1.87576	769.151	61.4168	9.28873	82.682	44.6	8.65726	44.2	5
2	9	3.26706	270.714	2.87681	1019.65	4.48646	11.0417	173.318	0.645429	2.76277	170.681	5.06414	29.5931	27.7	1929.79	10.4	56.8869	464.184	75	108.929	345.887	2.85288	222.155	2330.73	303.351	5.61514	1.82822	767.567	56.7184	9.12973	122.478	44.6	8.6843	44.2	5
2	10	3.09921	231.958	2.76029	1027.01	4.59701	24.4045	172.345	0.341074	2.73647	163.075	4.94289	29.1181	27.7	1770.3	10.4	55.9423	466.22	75	108.541	345.821	2.91745	219.464	2326.63	282.216	5.65736	1.83803	748.901	57.7918	8.98434	135.286	44.6	8.62666	44.2	5
2	11	3.09921	258.426	2.78952	1019.23	4.6469	22.9521	156.967	0.341074	2.7222	155.482	4.93144	29.1788	27.7	1871.15	10.4	50.7204	476.142	75	117.752	344.413	2.94066	214.935	2356.99	289.145	5.66422	1.83702	765.397	59.1099	8.72166	167.066	44.6	7.69584	44.2	5
2	12	3.09921	208.77	2.75108	1011.98	4.59159	19.862	154.866	0.341074	2.73831	170.073	4.85228	29.7734	27.7	1845.88	10.4	51.9313	477.282	75	131.705	340.953	2.92381	219.357	2374.72	261.612	5.662	1.75888	738.902	59.5694	8.9425	160.762	44.6	7.8558	44.2	5
2	13	3.09921	222.818	2.72754	1014.02	4.53733	9.14708	157.176	0.341074	2.69782	184.826	4.88792	30.7358	27.7	1934.53	10.4	40.3411	461.767	75	123.67	337.273	2.98484	216.247	2378.87	279.27	5.68552	1.65065	740.879	57.6796	8.88112	160.331	44.6	6.704	44.2	5
2	14	3.09921	210.394	2.62318	994.58	4.66494	12.7119	146.984	0.341074	2.74325	183.593	4.90897	31.0991	27.7	1871	10.4	47.7092	464.13	75	129.996	352.056	2.97171	211.97	2394.26	277.219	5.716	1.62762	742.706	57.443	9.18527	166.732	44.6	6.68198	44.2	5
2	15	3.09921	72.0045	2.59141	989.352	4.63773	17.1088	160.171	0.341074	2.77316	177.68	4.68062	29.5896	27.7	1909.73	10.4	47.2589	463.76	75	123.026	351.257	3.0381	210.672	2388.1	263.072	5.81108	1.65651	726.423	57.3116	9.16866	205.442	44.6	6.51618	44.2	5
