run,sample,timestamp,flow_a,press_r,temp_r,level_s,flow_b,temp_s,valve_1,valve_2,comp_a,const_c,derived_sum,power_c,fault_label
3,279,2026-01-02 01:54:00,105.1136,2697.2890,120.1848,47.0202,40.1410,78.8894,63.2158,53.3630,27.4470,7.5000,145.2547,288.0090,normal
3,280,2026-01-02 01:57:00,105.0293,2702.4540,120.5270,49.9860,39.2975,79.5010,63.2158,53.3630,27.4470,7.5000,144.3269,297.8472,normal
3,281,2026-01-02 02:00:00,105.6699,2701.4364,119.6757,50.0096,42.5579,80.0975,63.2158,40.7717,27.4470,7.5000,148.2279,294.5148,normal
3,282,2026-01-02 02:03:00,105.6499,2709.1746,119.5435,52.6781,42.6547,80.6849,63.2158,40.7717,27.4470,7.5000,148.3046,295.0544,normal
3,283,2026-01-02 02:06:00,105.2718,2708.1784,119.6803,55.9840,43.0072,80.2721,63.2158,40.7717,32.6819,7.5000,148.2790,305.0482,normal
3,284,2026-01-02 02:09:00,105.5681,2715.5100,120.1732,54.1083,43.2944,80.0919,63.2158,40.7717,32.6819,7.5000,148.8625,307.1751,normal
3,285,2026-01-02 02:12:00,102.2555,2713.2280,119.8359,50.1251,45.2854,80.0100,63.2158,40.7717,32.6819,7.5000,147.5409,307.9761,normal
3,286,2026-01-02 02:15:00,102.8733,2722.6194,119.5175,47.7125,46.6771,80.2743,63.2158,40.7717,32.6819,7.5000,149.5503,315.7953,normal
3,287,2026-01-02 02:18:00,98.9310,2713.5778,119.5031,54.0969,45.3990,80.7668,63.2158,40.7717,32.6819,7.5000,144.3300,316.0106,normal
3,288,2026-01-02 02:21:00,96.2654,2714.0836,119.6620,55.7582,47.0214,81.0009,63.2158,40.7717,32.6819,7.5000,143.2868,315.7174,normal
3,289,2026-01-02 02:24:00,96.3455,2694.3807,119.1340,59.3841,45.8347,80.9354,63.2158,40.7717,31.2618,7.5000,142.1802,320.0895,normal
3,290,2026-01-02 02:27:00,101.9531,2695.7686,119.6776,61.0954,45.4894,81.1853,63.2158,40.7717,31.2618,7.5000,147.4425,313.6632,normal
3,291,2026-01-02 02:30:00,96.7153,2701.2659,118.3920,62.0588,46.2774,80.9409,63.2158,40.7717,31.2618,7.5000,142.9926,312.2618,normal
3,292,2026-01-02 02:33:00,96.0042,2711.5422,117.9870,64.3508,45.6020,81.2291,63.2158,40.7717,31.2618,7.5000,141.6062,320.6705,normal
3,293,2026-01-02 02:36:00,95.7542,2689.3132,117.4973,65.9543,48.1308,80.4386,63.2158,40.7717,31.2618,7.5000,143.8850,317.3508,normal
3,294,2026-01-02 02:39:00,97.8883,2684.6652,118.8480,63.9310,45.8134,80.1735,63.2158,40.7717,31.2618,7.5000,143.7017,321.6103,normal
3,295,2026-01-02 02:42:00,98.2578,2694.7020,118.8221,58.8047,44.1010,79.6304,63.2158,40.7717,26.7646,7.5000,142.3588,316.7605,normal
3,296,2026-01-02 02:45:00,99.9893,2691.8297,118.3308,60.8799,45.3517,80.8977,63.2158,40.7717,26.7646,7.5000,145.3409,309.9118,normal
3,297,2026-01-02 02:48:00,99.8778,2688.3148,118.7300,58.6477,43.5421,79.9248,63.2158,40.7717,26.7646,7.5000,143.4199,314.2933,normal
3,298,2026-01-02 02:51:00,100.3579,2695.9391,119.0299,57.9077,43.6314,79.6198,63.2158,40.7717,26.7646,7.5000,143.9894,306.0051,normal
3,299,2026-01-02 02:54:00,100.7729,2693.9072,119.0149,52.9098,42.7168,79.4217,63.2158,40.7717,26.7646,7.5000,143.4897,305.6353,normal
3,300,2026-01-02 02:57:00,99.2669,2689.4003,119.4036,58.4125,43.8411,80.2400,63.2158,40.7717,26.7646,7.5000,143.1080,309.1631,normal
4,1,2026-01-01 18:00:00,98.3467,2706.9117,120.0310,50.9542,39.2468,79.7154,38.5530,71.6134,30.5974,7.5000,137.5935,307.2183,corr_break
4,2,2026-01-01 18:03:00,97.8178,2699.2129,119.8477,52.8896,39.4486,80.1311,38.5530,71.6134,30.5974,7.5000,137.2664,306.2225,corr_break
4,3,2026-01-01 18:06:00,95.5122,2706.5088,120.1770,55.8674,37.4724,80.3054,38.5530,71.6134,30.5974,7.5000,132.9847,303.2783,corr_break
4,4,2026-01-01 18:09:00,95.6864,2711.2948,119.9263,54.2517,39.2277,80.3290,38.5530,71.6134,30.5974,7.5000,134.9141,299.4206,corr_break
4,5,2026-01-01 18:12:00,98.1150,2696.8404,119.8417,47.2328,39.6998,79.9995,38.5530,71.6134,30.5974,7.5000,137.8148,307.6477,corr_break
4,6,2026-01-01 18:15:00,97.2108,2698.6252,119.8942,50.6017,39.1027,80.0511,38.5530,71.6134,30.5974,7.5000,136.3135,310.6139,corr_break
4,7,2026-01-01 18:18:00,98.2436,2700.3938,119.8993,42.3036,36.3280,79.1719,38.5530,71.6134,28.5807,7.5000,134.5715,300.4235,corr_break
4,8,2026-01-01 18:21:00,103.1349,2700.2718,119.9860,47.4192,35.9763,79.4497,38.5530,71.6134,28.5807,7.5000,139.1113,298.4476,corr_break
4,9,2026-01-01 18:24:00,103.2062,2703.7803,120.4683,47.9321,36.8401,79.5509,38.5530,71.6134,28.5807,7.5000,140.0463,291.2759,corr_break
4,10,2026-01-01 18:27:00,102.8878,2727.6981,119.9601,52.0152,37.9194,79.8243,38.5530,71.6134,28.5807,7.5000,140.8071,295.5467,corr_break
4,11,2026-01-01 18:30:00,103.5820,2726.4259,119.2848,50.1431,39.8604,79.9960,38.5530,71.6134,28.5807,7.5000,143.4424,306.1938,corr_break
4,12,2026-01-01 18:33:00,107.1188,2719.2675,120.7427,49.0606,39.8489,79.8932,38.5530,71.6134,28.5807,7.5000,146.9677,310.9370,corr_break
4,13,2026-01-01 18:36:00,110.8842,2730.1239,121.1885,48.9073,37.4119,79.5785,38.5530,71.6134,32.8110,7.5000,148.2961,302.5130,corr_break
4,14,2026-01-01 18:39:00,110.0330,2736.2680,120.8963,48.3940,38.5889,80.7022,38.5530,71.6134,32.8110,7.5000,148.6219,295.3936,corr_break
4,15,2026-01-01 18:42:00,102.4163,2741.0940,120.9214,44.1703,40.3342,80.4552,38.5530,71.6134,32.8110,7.5000,142.7505,301.9147,corr_break
4,16,2026-01-01 18:45:00,100.3375,2740.0548,121.3184,45.1754,38.8097,80.9793,38.5530,71.6134,32.8110,7.5000,139.1472,312.3465,corr_break
4,17,2026-01-01 18:48:00,101.1101,2715.4466,122.8116,43.0950,35.3741,80.5850,38.5530,71.6134,32.8110,7.5000,136.4841,308.1878,corr_break
4,18,2026-01-01 18:51:00,100.8855,2712.5208,122.4310,45.0428,35.8825,80.9998,38.5530,71.6134,32.8110,7.5000,136.7680,291.7925,corr_break
4,19,2026-01-01 18:54:00,97.4325,2709.0706,120.9740,45.1831,38.3306,81.3173,38.5530,71.6134,30.9171,7.5000,135.7630,292.7709,corr_break
4,20,2026-01-01 18:57:00,97.6289,2701.4644,120.7051,48.9365,36.1265,81.1027,38.5530,71.6134,30.9171,7.5000,133.7554,301.2126,corr_break
4,21,2026-01-01 19:00:00,97.1757,2703.2948,121.1104,48.3061,34.8730,80.3822,38.5530,71.6134,30.9171,7.5000,132.0487,292.9444,corr_break
4,22,2026-01-01 19:03:00,103.9985,2702.1390,120.6256,47.7192,36.9630,79.8575,38.5530,71.6134,30.9171,7.5000,140.9615,280.9736,corr_break
4,23,2026-01-01 19:06:00,102.5373,2706.6300,120.6916,44.9927,36.1822,80.1068,38.5530,71.6134,30.9171,7.5000,138.7195,299.2742,corr_break
4,24,2026-01-01 19:09:00,103.7216,2717.1786,120.7376,44.2185,36.4582,80.1263,38.5530,71.6134,30.9171,7.5000,140.1799,290.9102,corr_break
4,25,2026-01-01 19:12:00,98.1363,2713.6758,120.1658,40.0667,37.9789,79.3000,38.5530,71.6134,32.6453,7.5000,136.1151,292.4921,corr_break
4,26,2026-01-01 19:15:00,103.2365,2727.4316,120.9612,44.5188,40.5781,79.5846,60.4931,71.6134,32.6453,7.5000,143.8146,299.9109,corr_break
4,27,2026-01-01 19:18:00,102.4516,2708.4056,120.5372,44.8885,41.5911,79.3853,60.4931,71.6134,32.6453,7.5000,144.0427,303.7624,corr_break
4,28,2026-01-01 19:21:00,106.1257,2713.2075,120.9944,39.6117,39.4561,80.0412,60.4931,71.6134,32.6453,7.5000,145.5818,304.4627,corr_break
4,29,2026-01-01 19:24:00,109.9048,2698.2727,120.2381,46.9588,39.6883,80.2092,60.4931,71.6134,32.6453,7.5000,149.5930,295.8818,corr_break
4,30,2026-01-01 19:27:00,108.7556,2710.0330,121.5837,43.8321,37.3338,80.3466,60.4931,71.6134,32.6453,7.5000,146.0895,299.6176,corr_break
4,31,2026-01-01 19:30:00,108.8591,2724.2628,120.6239,44.9849,37.1967,79.5843,60.4931,71.6134,32.3834,7.5000,146.0558,288.6059,corr_break
4,32,2026-01-01 19:33:00,109.7033,2728.6256,120.7613,48.4783,39.3704,80.2158,60.4931,71.6134,32.3834,7.5000,149.0737,287.3254,corr_break
4,33,2026-01-01 19:36:00,108.5875,2730.6717,121.9767,52.9766,37.8222,80.4663,60.4931,71.6134,32.3834,7.5000,146.4097,296.3632,corr_break
4,34,2026-01-01 19:39:00,108.1876,2723.0961,121.8423,50.1335,40.5524,80.6206,60.4931,71.6134,32.3834,7.5000,148.7400,297.1799,corr_break
4,35,2026-01-01 19:42:00,107.1537,2720.0779,121.8301,49.6627,38.0234,81.4253,60.4931,71.6134,32.3834,7.5000,145.1771,296.9354,corr_break
4,36,2026-01-01 19:45:00,108.1136,2723.1497,121.8743,49.1266,36.8072,81.2707,60.4931,71.6134,32.3834,7.5000,144.9207,295.1700,corr_break
4,37,2026-01-01 19:48:00,108.5080,2731.6123,121.7391,47.5813,39.5405,81.2326,60.4931,71.6134,33.6997,7.5000,148.0484,288.0956,corr_break
4,38,2026-01-01 19:51:00,108.3917,2723.3154,120.6022,41.4470,41.9101,80.4536,60.4931,71.6134,33.6997,7.5000,150.3018,295.7864,corr_break
4,39,2026-01-01 19:54:00,110.5279,2718.9725,121.4152,50.9161,39.0513,81.2901,60.4931,71.6134,33.6997,7.5000,149.5792,308.1917,corr_break
4,40,2026-01-01 19:57:00,115.8212,2720.6941,121.9341,47.1655,36.7837,80.5759,60.4931,71.6134,33.6997,7.5000,152.6049,298.0152,corr_break
4,41,2026-01-01 20:00:00,112.9732,2726.4435,121.8233,45.4409,36.5027,80.6687,60.4931,63.1511,33.6997,7.5000,149.4758,286.8075,corr_break
4,42,2026-01-01 20:03:00,112.5838,2748.4846,122.0881,45.4419,39.0809,81.1776,60.4931,63.1511,33.6997,7.5000,151.6647,282.6563,corr_break
4,43,2026-01-01 20:06:00,113.3751,2734.5863,121.7300,47.4015,39.1412,80.8188,60.4931,63.1511,39.2606,7.5000,152.5163,294.0656,corr_break
4,44,2026-01-01 20:09:00,113.8260,2735.1269,123.0901,50.7798,38.7066,81.1692,60.4931,63.1511,39.2606,7.5000,152.5326,298.7527,corr_break
4,45,2026-01-01 20:12:00,114.1878,2738.4915,122.2236,44.4896,37.9071,80.6421,60.4931,63.1511,39.2606,7.5000,152.0949,297.1693,corr_break
4,46,2026-01-01 20:15:00,107.2229,2733.7351,122.1440,46.8281,40.0931,82.1076,60.4931,63.1511,39.2606,7.5000,147.3159,294.0768,corr_break
4,47,2026-01-01 20:18:00,104.4255,2735.3345,122.6102,45.0472,37.8853,81.3569,60.4931,63.1511,39.2606,7.5000,142.3108,294.2818,corr_break
4,48,2026-01-01 20:21:00,106.4427,2716.9782,122.7271,42.2554,38.5461,81.3690,60.4931,63.1511,39.2606,7.5000,144.9888,290.8036,corr_break
4,49,2026-01-01 20:24:00,106.0558,2708.8489,122.9375,47.0250,35.8322,81.5430,60.4931,63.1511,34.8311,7.5000,141.8881,288.6319,corr_break
4,50,2026-01-01 20:27:00,109.3807,2703.8382,122.2175,50.6930,37.4392,81.7275,60.4931,63.1511,34.8311,7.5000,146.8199,284.9441,corr_break
4,51,2026-01-01 20:30:00,107.9958,2709.8696,121.7698,51.4680,36.8608,82.4661,60.8394,63.1511,34.8311,7.5000,144.8566,290.7921,corr_break
4,52,2026-01-01 20:33:00,107.7419,2717.6106,121.8580,53.4258,37.8411,81.4342,60.8394,63.1511,34.8311,7.5000,145.5830,284.0970,corr_break
4,53,2026-01-01 20:36:00,111.6178,2715.1601,121.8518,55.9764,36.5920,81.1558,60.8394,63.1511,34.8311,7.5000,148.2098,291.3213,corr_break
4,54,2026-01-01 20:39:00,105.2005,2713.8284,122.2289,59.1444,36.8475,81.3642,60.8394,63.1511,34.8311,7.5000,142.0480,281.9378,corr_break
4,55,2026-01-01 20:42:00,108.4643,2720.9775,121.9374,54.7954,37.2088,81.3313,60.8394,63.1511,33.6589,7.5000,145.6731,288.6936,corr_break
4,56,2026-01-01 20:45:00,104.1285,2704.0130,122.2891,56.3882,36.6338,81.9497,60.8394,63.1511,33.6589,7.5000,140.7623,286.4700,corr_break
4,57,2026-01-01 20:48:00,103.1908,2704.8326,122.5479,53.2072,35.3090,81.2603,60.8394,63.1511,33.6589,7.5000,138.4999,289.4391,corr_break
4,58,2026-01-01 20:51:00,103.8946,2695.5344,122.3605,53.3817,34.0932,81.2430,60.8394,63.1511,33.6589,7.5000,137.9877,277.5070,corr_break
4,59,2026-01-01 20:54:00,101.6458,2693.2039,122.6412,47.7574,34.9200,81.6702,60.8394,63.1511,33.6589,7.5000,136.5658,277.9505,corr_break
4,60,2026-01-01 20:57:00,106.4785,2696.2834,122.1787,40.7009,32.6016,80.1787,60.8394,63.1511,33.6589,7.5000,139.0801,275.6553,corr_break
4,61,2026-01-01 21:00:00,107.1114,2687.9643,121.6737,44.7422,35.3626,80.7250,60.8394,63.1511,31.9147,7.5000,142.4740,266.5060,corr_break
4,62,2026-01-01 21:03:00,106.8197,2700.0421,121.8222,45.0101,33.6929,80.5668,60.8394,63.1511,31.9147,7.5000,140.5125,282.4235,corr_break
4,63,2026-01-01 21:06:00,106.5924,2705.4352,121.1458,43.4330,34.7014,80.4025,60.8394,63.1511,31.9147,7.5000,141.2939,274.4268,corr_break
4,64,2026-01-01 21:09:00,107.4186,2703.3500,121.7689,46.2345,35.4427,80.1972,60.8394,63.1511,31.9147,7.5000,142.8613,276.0486,corr_break
4,65,2026-01-01 21:12:00,103.4016,2704.3508,121.9569,52.1072,36.0850,80.4985,60.8394,63.1511,31.9147,7.5000,139.4866,277.3548,corr_break
4,66,2026-01-01 21:15:00,104.8409,2713.5601,121.9443,58.2839,36.0625,81.4850,60.8394,63.1511,31.9147,7.5000,140.9033,284.5026,corr_break
4,67,2026-01-01 21:18:00,103.7897,2696.0603,121.4536,57.6898,37.6537,81.3699,60.8394,63.1511,34.1486,7.5000,141.4434,278.1974,corr_break
4,68,2026-01-01 21:21:00,104.9631,2698.9813,122.1147,56.0105,34.5341,81.4742,60.8394,63.1511,34.1486,7.5000,139.4971,285.8366,corr_break
4,69,2026-01-01 21:24:00,107.2606,2700.0236,121.2301,55.2599,34.7047,81.1205,60.8394,63.1511,34.1486,7.5000,141.9653,279.0591,corr_break
4,70,2026-01-01 21:27:00,100.3924,2705.3936,122.0564,47.4907,34.0443,81.1529,60.8394,63.1511,34.1486,7.5000,134.4368,280.8108,corr_break
4,71,2026-01-01 21:30:00,104.3801,2709.5320,121.5940,49.3100,36.6243,80.4001,60.8394,63.1511,34.1486,7.5000,141.0044,272.3635,corr_break
4,72,2026-01-01 21:33:00,103.5417,2693.1648,121.6631,45.3554,37.2717,80.0428,60.8394,63.1511,34.1486,7.5000,140.8133,284.0246,corr_break
4,73,2026-01-01 21:36:00,109.8408,2698.7300,121.6930,40.9556,37.1425,79.7475,60.8394,63.1511,29.2738,7.5000,146.9833,283.1759,corr_break
4,74,2026-01-01 21:39:00,111.7994,2704.0273,120.4633,40.5343,37.2958,79.9468,60.8394,63.1511,29.2738,7.5000,149.0952,285.2072,corr_break
4,75,2026-01-01 21:42:00,110.9628,2719.6402,120.5958,45.2060,36.6258,80.3632,60.8394,63.1511,29.2738,7.5000,147.5886,287.6713,corr_break
4,76,2026-01-01 21:45:00,109.2865,2725.3391,121.1910,46.9979,34.1267,79.9790,36.8654,63.1511,29.2738,7.5000,143.4131,286.1448,corr_break
4,77,2026-01-01 21:48:00,109.1727,2725.4673,122.0591,46.1818,35.3619,80.4730,36.8654,63.1511,29.2738,7.5000,144.5346,284.8988,corr_break
4,78,2026-01-01 21:51:00,108.5762,2729.8165,123.3177,44.2641,33.5209,79.6173,36.8654,63.1511,29.2738,7.5000,142.0971,290.7179,corr_break
4,79,2026-01-01 21:54:00,111.5645,2732.1032,123.2481,45.4990,32.7944,81.1678,36.8654,63.1511,37.0393,7.5000,144.3590,281.6032,corr_break
4,80,2026-01-01 21:57:00,106.3273,2728.9085,122.6846,44.8422,36.3376,81.0428,36.8654,63.1511,37.0393,7.5000,142.6649,283.8745,corr_break
4,81,2026-01-01 22:00:00,102.1284,2741.1862,122.7883,47.4582,34.5575,81.5025,36.8654,51.8692,37.0393,7.5000,136.6858,291.2216,corr_break
4,82,2026-01-01 22:03:00,103.8803,2718.5637,122.3102,43.4392,38.0739,81.4420,36.8654,51.8692,37.0393,7.5000,141.9542,287.0671,corr_break
4,83,2026-01-01 22:06:00,102.1311,2706.6664,122.7388,42.8688,35.7503,81.3963,36.8654,51.8692,37.0393,7.5000,137.8814,299.3235,corr_break
4,84,2026-01-01 22:09:00,98.9959,2713.1099,121.9803,45.7197,36.6156,81.6293,36.8654,51.8692,37.0393,7.5000,135.6115,287.5106,corr_break
4,85,2026-01-01 22:12:00,98.8335,2707.7178,121.1059,49.4546,37.8314,81.6227,36.8654,51.8692,33.5545,7.5000,136.6649,294.0515,corr_break
4,86,2026-01-01 22:15:00,99.4489,2697.9894,121.9594,50.1970,34.2605,81.1383,36.8654,51.8692,33.5545,7.5000,133.7094,293.0240,corr_break
4,87,2026-01-01 22:18:00,95.5446,2698.6532,121.6913,47.3759,35.6732,80.1701,36.8654,51.8692,33.5545,7.5000,131.2178,286.5859,corr_break
4,88,2026-01-01 22:21:00,96.4433,2693.5927,121.2323,43.2762,34.5062,80.7679,36.8654,51.8692,33.5545,7.5000,130.9494,289.2992,corr_break
4,89,2026-01-01 22:24:00,98.7517,2700.3314,120.9240,39.5968,34.1662,80.1671,36.8654,51.8692,33.5545,7.5000,132.9179,287.6844,corr_break
4,90,2026-01-01 22:27:00,97.5571,2700.3608,120.5114,46.0548,39.1765,80.2111,36.8654,51.8692,33.5545,7.5000,136.7335,285.5551,corr_break
4,91,2026-01-01 22:30:00,98.0977,2695.9093,119.6681,50.8728,38.1612,80.2869,36.8654,51.8692,29.9212,7.5000,136.2589,299.4305,corr_break
4,92,2026-01-01 22:33:00,101.5361,2700.5932,120.0582,55.9132,38.9377,80.8041,36.8654,51.8692,29.9212,7.5000,140.4738,298.6188,corr_break
4,93,2026-01-01 22:36:00,100.5337,2699.6929,119.9920,54.3645,37.3597,80.2646,36.8654,51.8692,29.9212,7.5000,137.8934,303.4063,corr_break
4,94,2026-01-01 22:39:00,101.8375,2697.1509,120.4275,60.6473,36.4015,80.8765,36.8654,51.8692,29.9212,7.5000,138.2390,299.1116,corr_break
4,95,2026-01-01 22:42:00,103.6508,2694.5954,121.0307,61.0071,34.7183,80.9613,36.8654,51.8692,29.9212,7.5000,138.3691,288.9179,corr_break
4,96,2026-01-01 22:45:00,100.3377,2705.6788,121.4483,54.3065,33.5894,80.6511,36.8654,51.8692,29.9212,7.5000,133.9271,288.2492,corr_break
4,97,2026-01-01 22:48:00,99.3227,2704.1497,121.4440,54.4310,34.3739,80.6202,36.8654,51.8692,32.9313,7.5000,133.6966,280.7410,corr_break
4,98,2026-01-01 22:51:00,102.2206,2701.3584,121.7842,50.9146,34.4214,80.9143,36.8654,51.8692,32.9313,7.5000,136.6420,282.7296,corr_break
4,99,2026-01-01 22:54:00,103.8938,2699.5162,121.9048,50.1707,34.6625,80.9748,36.8654,51.8692,32.9313,7.5000,138.5563,283.5350,corr_break
4,100,2026-01-01 22:57:00,104.9279,2703.1181,121.0883,49.0904,35.7034,80.4978,36.8654,51.8692,32.9313,7.5000,140.6313,290.2836,corr_break
4,101,2026-01-01 23:00:00,109.5042,2709.6193,121.1235,46.4276,35.3794,80.8685,38.3207,51.8692,32.9313,7.5000,144.8836,290.4864,corr_break
4,102,2026-01-01 23:03:00,109.0509,2721.5122,121.2902,51.4476,36.9261,80.5862,38.3207,51.8692,32.9313,7.5000,145.9770,293.0656,corr_break
4,103,2026-01-01 23:06:00,107.0829,2734.8613,121.1394,51.8990,39.3521,80.5152,38.3207,51.8692,34.0567,7.5000,146.4350,286.2252,corr_break
4,104,2026-01-01 23:09:00,106.8023,2740.8908,120.7917,51.1049,40.2084,80.8819,38.3207,51.8692,34.0567,7.5000,147.0106,304.4072,corr_break
4,105,2026-01-01 23:12:00,102.4459,2727.9022,121.8564,52.3214,39.7229,80.8435,38.3207,51.8692,34.0567,7.5000,142.1688,305.9318,corr_break
4,106,2026-01-01 23:15:00,100.6518,2719.8024,122.0396,56.1763,37.0968,81.7669,38.3207,51.8692,34.0567,7.5000,137.7487,295.8081,corr_break
4,107,2026-01-01 23:18:00,99.7275,2705.4871,122.5369,52.5773,33.4739,81.8684,38.3207,51.8692,34.0567,7.5000,133.2013,293.1568,corr_break
4,108,2026-01-01 23:21:00,104.0809,2687.4005,122.4570,47.3713,33.6506,81.2627,38.3207,51.8692,34.0567,7.5000,137.7315,282.7493,corr_break
4,109,2026-01-01 23:24:00,100.1786,2689.8715,122.3851,50.4357,31.2117,81.4625,38.3207,51.8692,31.3896,7.5000,131.3903,280.2192,corr_break
4,110,2026-01-01 23:27:00,107.8564,2696.0964,121.3360,56.4932,32.5614,81.7568,38.3207,51.8692,31.3896,7.5000,140.4179,271.7860,corr_break
4,111,2026-01-01 23:30:00,105.1951,2681.4508,121.6949,51.5241,30.5603,81.3787,38.3207,51.8692,31.3896,7.5000,135.7554,274.8719,corr_break
4,112,2026-01-01 23:33:00,110.3776,2704.3727,122.5905,47.6883,30.4823,80.0017,38.3207,51.8692,31.3896,7.5000,140.8600,270.0758,corr_break
4,113,2026-01-01 23:36:00,109.7164,2702.2659,121.9749,50.1547,29.9451,80.5677,38.3207,51.8692,31.3896,7.5000,139.6615,274.5145,corr_break
4,114,2026-01-01 23:39:00,109.4671,2723.6757,123.2430,47.9658,30.9612,80.6543,38.3207,51.8692,31.3896,7.5000,140.4283,263.6753,corr_break
4,115,2026-01-01 23:42:00,109.4500,2726.9258,122.3324,51.0074,33.3316,80.8372,38.3207,51.8692,36.3123,7.5000,142.7816,270.5668,corr_break
4,116,2026-01-01 23:45:00,109.4241,2721.5719,123.2715,46.9236,32.7142,81.5465,38.3207,51.8692,36.3123,7.5000,142.1383,281.9452,corr_break
4,117,2026-01-01 23:48:00,112.1283,2717.9605,123.3602,49.3654,32.4178,81.0097,38.3207,51.8692,36.3123,7.5000,144.5461,279.1763,corr_break
4,118,2026-01-01 23:51:00,108.2740,2718.6698,123.3381,48.7413,35.0047,81.9657,38.3207,51.8692,36.3123,7.5000,143.2787,279.8611,corr_break
4,119,2026-01-01 23:54:00,107.0984,2730.5120,122.9859,51.6883,33.6014,81.7649,38.3207,51.8692,36.3123,7.5000,140.6997,285.0188,corr_break
4,120,2026-01-01 23:57:00,107.6431,2728.2453,123.1517,49.0187,33.9726,81.9193,38.3207,51.8692,36.3123,7.5000,141.6157,276.4277,corr_break
4,121,2026-01-02 00:00:00,105.4300,2720.0777,123.0557,50.0732,35.2647,81.6090,38.3207,43.9592,37.7922,7.5000,140.6947,284.7937,corr_break
4,122,2026-01-02 00:03:00,109.3360,2731.0464,122.5463,51.7976,37.0505,81.7541,38.3207,43.9592,37.7922,7.5000,146.3866,281.4430,corr_break
4,123,2026-01-02 00:06:00,104.0635,2723.0925,121.4653,55.0185,40.3899,82.2387,38.3207,43.9592,37.7922,7.5000,144.4534,292.1216,corr_break
4,124,2026-01-02 00:09:00,109.4751,2725.1485,121.6004,51.8562,38.4737,82.2492,38.3207,43.9592,37.7922,7.5000,147.9488,302.2234,corr_break
4,125,2026-01-02 00:12:00,106.2795,2712.5795,122.1466,48.7982,37.1351,81.2815,38.3207,43.9592,37.7922,7.5000,143.4146,301.5079,corr_break
4,126,2026-01-02 00:15:00,104.9706,2723.0381,122.4789,47.5621,38.6342,80.9547,57.0228,43.9592,37.7922,7.5000,143.6048,294.1549,corr_break
4,127,2026-01-02 00:18:00,105.1318,2716.0015,121.6296,47.4013,39.2021,81.2274,57.0228,43.9592,36.8762,7.5000,144.3339,292.9124,corr_break
4,128,2026-01-02 00:21:00,101.1231,2709.5558,122.7695,50.4755,37.2672,81.8733,57.0228,43.9592,36.8762,7.5000,138.3903,289.4237,corr_break
4,129,2026-01-02 00:24:00,110.1948,2703.4756,121.8245,44.2892,38.1949,80.1060,57.0228,43.9592,36.8762,7.5000,148.3897,282.1220,corr_break
4,130,2026-01-02 00:27:00,102.7502,2690.1817,121.1847,47.0027,38.8416,81.7069,57.0228,43.9592,36.8762,7.5000,141.5918,285.8219,corr_break
4,131,2026-01-02 00:30:00,102.0900,2719.4931,120.9980,50.7412,38.1575,81.3358,57.0228,43.9592,36.8762,7.5000,140.2474,290.4642,corr_break
4,132,2026-01-02 00:33:00,99.5461,2693.4168,120.4795,51.7121,39.1062,81.3900,57.0228,43.9592,36.8762,7.5000,138.6523,286.4564,corr_break
4,133,2026-01-02 00:36:00,98.0784,2679.0019,122.6365,52.3818,33.8633,80.8888,57.0228,43.9592,30.6776,7.5000,131.9417,293.3219,corr_break
4,134,2026-01-02 00:39:00,102.6008,2681.5830,121.2805,54.2661,36.3430,80.6103,57.0228,43.9592,30.6776,7.5000,138.9438,278.4711,corr_break
4,135,2026-01-02 00:42:00,102.8719,2689.5087,120.6280,49.1353,37.0188,80.7712,57.0228,43.9592,30.6776,7.5000,139.8906,278.5968,corr_break
4,136,2026-01-02 00:45:00,102.5889,2703.1469,119.9250,48.8756,40.9314,79.9571,57.0228,43.9592,30.6776,7.5000,143.5203,282.0378,corr_break
4,137,2026-01-02 00:48:00,100.8545,2704.1580,119.3364,50.5840,41.2345,80.0263,57.0228,43.9592,30.6776,7.5000,142.0890,298.3947,corr_break
4,138,2026-01-02 00:51:00,102.7413,2693.7288,120.3959,48.5595,39.3311,80.2221,57.0228,43.9592,30.6776,7.5000,142.0723,307.4666,corr_break
4,139,2026-01-02 00:54:00,102.7600,2696.3892,120.4676,50.0267,39.5082,79.7150,57.0228,43.9592,30.4956,7.5000,142.2682,294.5289,corr_break
4,140,2026-01-02 00:57:00,104.7065,2711.8496,120.5018,46.4621,39.9871,79.7661,57.0228,43.9592,30.4956,7.5000,144.6936,297.7086,corr_break
4,141,2026-01-02 01:00:00,101.5540,2705.5066,119.1726,55.0914,43.9210,80.5254,57.0228,43.9592,30.4956,7.5000,145.4750,293.8240,corr_break
4,142,2026-01-02 01:03:00,104.3675,2714.9361,119.5114,50.8781,44.3789,80.1780,57.0228,43.9592,30.4956,7.5000,148.7463,313.6974,corr_break
4,143,2026-01-02 01:06:00,101.9372,2713.7060,119.4443,53.6324,44.2047,80.0301,57.0228,43.9592,30.4956,7.5000,146.1419,313.1825,corr_break
4,144,2026-01-02 01:09:00,106.1212,2716.0535,119.7581,51.0958,45.1978,80.2052,57.0228,43.9592,30.4956,7.5000,151.3190,312.9955,corr_break
4,145,2026-01-02 01:12:00,103.2071,2709.7468,119.9705,48.0089,42.0396,79.6759,57.0228,43.9592,31.7859,7.5000,145.2467,314.6214,corr_break
4,146,2026-01-02 01:15:00,109.7958,2714.6937,120.3798,49.4339,42.1901,80.0363,57.0228,43.9592,31.7859,7.5000,151.9858,313.0859,corr_break
